analyzer,symbol,atr_mult,rr_ratio,trades,wins,losses,win_rate,profit_factor,total_r,avg_r,error
volume,ATOM-USD,3.0,1.5,79,41,38,0.5189873417721519,1.587650721518539,21.826216090106175,0.27628121633045793,
volume,ATOM-USD,3.0,2.5,79,30,49,0.379746835443038,1.2494673252385662,11.868197375268347,0.15023034652238412,
volume,ATOM-USD,3.0,2.0,79,33,46,0.4177215189873418,1.3063028826821157,13.653192386863154,0.17282522008687537,
volume,ATOM-USD,3.0,3.0,79,29,50,0.3670886075949367,1.329214190901378,15.780326618710447,0.19975096985709426,
volatility,BTC-USD,1.0,1.5,54,22,32,0.4074074074074074,1.03125,1.0,0.018518518518518517,
volatility,BTC-USD,1.0,2.0,54,16,38,0.2962962962962963,0.8421052631578947,-6.0,-0.1111111111111111,
volatility,BTC-USD,1.0,2.5,54,12,42,0.2222222222222222,0.7142857142857143,-12.0,-0.2222222222222222,
volatility,BTC-USD,1.5,3.0,54,13,41,0.24074074074074073,0.7905271452909631,-8.588387043070508,-0.1590442045013057,
volatility,BTC-USD,2.0,1.5,54,22,32,0.4074074074074074,0.9661994212209057,-1.0816185209310163,-0.020029972609833635,
volatility,BTC-USD,1.5,1.5,54,23,31,0.42592592592592593,1.0879985289936578,2.7279543988033925,0.05051767405191468,
volatility,BTC-USD,1.0,3.0,54,10,44,0.18518518518518517,0.6818181818181818,-14.0,-0.25925925925925924,
volatility,BTC-USD,1.5,2.5,54,15,39,0.2777777777777778,0.831066998895628,-6.588387043070508,-0.12200716746426866,
volatility,BTC-USD,1.5,2.0,54,18,36,0.3333333333333333,0.9229030177432959,-2.775491361241355,-0.05139798817113621,
volatility,BTC-USD,2.0,2.0,54,19,35,0.35185185185185186,0.9659631347913463,-1.1912902823028806,-0.022060931153757048,
volatility,BTC-USD,2.5,1.5,54,20,34,0.37037037037037035,0.7925578757105205,-7.053032225842306,-0.13061170788596863,
volatility,BTC-USD,2.0,2.5,54,16,38,0.2962962962962963,0.8614147298159702,-5.266240266993128,-0.09752296790728014,
volatility,BTC-USD,2.0,3.0,54,14,40,0.25925925925925924,0.7943563277718994,-8.225746889124025,-0.15232864609488936,
volatility,BTC-USD,2.5,2.0,54,17,37,0.3148148148148148,0.7618110212542026,-8.812992213594502,-0.1632035595110093,
volatility,BTC-USD,2.5,2.5,54,15,39,0.2777777777777778,0.7389590381718149,-10.180597511299222,-0.18852958354257818,
volatility,BTC-USD,2.5,3.0,54,15,39,0.2777777777777778,0.8671641663769432,-5.1805975112992195,-0.09593699094998555,
volatility,BTC-USD,3.0,2.0,54,20,34,0.37037037037037035,0.9180884826686077,-2.7849915892673334,-0.05157391831976543,
volatility,BTC-USD,3.0,1.5,54,23,31,0.42592592592592593,0.95928966070796,-1.2620205180532373,-0.02337075033431921,
volatility,BTC-USD,3.0,2.5,54,20,34,0.37037037037037035,1.1028818549187511,3.4979830672375467,0.06477746420810272,
volatility,BTC-USD,3.0,3.0,54,19,35,0.35185185185185186,1.1274561976984514,4.460966919445804,0.08261049850825562,
volatility,ETH-USD,1.0,2.0,45,19,26,0.4222222222222222,1.4615384615384615,12.0,0.26666666666666666,
volatility,ETH-USD,1.0,1.5,45,24,21,0.5333333333333333,1.7142857142857142,15.0,0.3333333333333333,
volatility,ETH-USD,1.0,2.5,45,18,27,0.4,1.6666666666666667,18.0,0.4,
volatility,ETH-USD,1.5,1.5,45,25,20,0.5555555555555556,1.875,17.5,0.3888888888888889,
volatility,ETH-USD,1.0,3.0,45,18,27,0.4,2.0,27.0,0.6,
volatility,ETH-USD,1.5,2.0,45,23,22,0.5111111111111111,2.090909090909091,24.0,0.5333333333333333,
volatility,ETH-USD,2.0,1.5,45,25,20,0.5555555555555556,1.875,17.5,0.3888888888888889,
volatility,ETH-USD,1.5,2.5,45,21,24,0.4666666666666667,2.1875,28.5,0.6333333333333333,
volatility,ETH-USD,1.5,3.0,45,19,26,0.4222222222222222,2.1923076923076925,31.0,0.6888888888888889,
volatility,ETH-USD,2.0,2.0,45,21,24,0.4666666666666667,1.75,18.0,0.4,
volatility,ETH-USD,2.0,2.5,45,19,26,0.4222222222222222,1.8269230769230769,21.5,0.4777777777777778,
volatility,ETH-USD,2.0,3.0,45,19,26,0.4222222222222222,2.1923076923076925,31.0,0.6888888888888889,
volatility,ETH-USD,2.5,2.0,45,20,25,0.4444444444444444,1.6,15.0,0.3333333333333333,
volatility,ETH-USD,2.5,1.5,45,23,22,0.5111111111111111,1.5681818181818181,12.5,0.2777777777777778,
volatility,ETH-USD,2.5,2.5,45,19,26,0.4222222222222222,1.7761513859981635,20.179936035952256,0.44844302302116124,
volatility,ETH-USD,2.5,3.0,45,15,30,0.3333333333333333,1.4251706466987744,12.755119400963235,0.283447097799183,
volatility,ETH-USD,3.0,1.5,45,23,22,0.5111111111111111,1.564101984504466,11.984893734488496,0.26633097187752214,
volatility,ETH-USD,3.0,2.0,45,21,24,0.4666666666666667,1.7306597173959133,16.984893734488494,0.3774420829886332,
volatility,ETH-USD,3.0,2.5,45,16,29,0.35555555555555557,1.2695662408565094,7.61415990195786,0.16920355337684134,
volatility,ETH-USD,3.0,3.0,45,15,30,0.3333333333333333,1.2677992279627333,7.832048137063017,0.17404551415695593,
volatility,ADA-USD,1.0,1.5,37,16,21,0.43243243243243246,1.1428571428571428,3.0,0.08108108108108109,
volatility,ADA-USD,1.0,2.0,37,14,23,0.3783783783783784,1.2173913043478262,5.0,0.13513513513513514,
volatility,ADA-USD,1.0,2.5,37,11,26,0.2972972972972973,1.0576923076923077,1.5,0.04054054054054054,
volatility,ADA-USD,1.0,3.0,37,9,28,0.24324324324324326,0.9642857142857143,-1.0,-0.02702702702702703,
volatility,ADA-USD,1.5,1.5,37,16,21,0.43243243243243246,1.1428571428571428,3.0,0.08108108108108109,
volatility,ADA-USD,1.5,2.0,37,12,25,0.32432432432432434,0.96,-1.0,-0.02702702702702703,
volatility,ADA-USD,1.5,2.5,37,9,28,0.24324324324324326,0.8035714285714286,-5.5,-0.14864864864864866,
volatility,ADA-USD,1.5,3.0,37,9,28,0.24324324324324326,0.8762693150135723,-3.4644591796199746,-0.09363403188162094,
volatility,ADA-USD,2.0,1.5,37,16,21,0.43243243243243246,1.1428571428571428,3.0,0.08108108108108109,
volatility,ADA-USD,2.0,2.0,37,13,24,0.35135135135135137,1.0833333333333333,2.0,0.05405405405405406,
volatility,ADA-USD,2.0,2.5,37,13,24,0.35135135135135137,1.2563189839702091,6.151655615285019,0.1662609625752708,
volatility,ADA-USD,2.0,3.0,37,12,25,0.32432432432432434,1.2204446477102815,5.5111161927570365,0.14894908629073073,
volatility,ADA-USD,2.5,1.5,37,14,23,0.3783783783783784,0.9130434782608695,-2.0,-0.05405405405405406,
volatility,ADA-USD,2.5,2.0,37,13,24,0.35135135135135137,1.0050551871761673,0.12132449222801522,0.003279040330486898,
volatility,ADA-USD,2.5,2.5,37,11,26,0.2972972972972973,0.8772651136232934,-3.1911070457943707,-0.08624613637282083,
volatility,ADA-USD,2.5,3.0,37,10,27,0.2702702702702703,0.881810850155764,-3.1911070457943707,-0.08624613637282083,
volatility,ADA-USD,3.0,2.0,37,13,24,0.35135135135135137,0.9659890961879181,-0.7865812384874884,-0.021258952391553742,
volatility,ADA-USD,3.0,2.5,37,11,26,0.2972972972972973,0.8891015578543028,-2.7865812384874893,-0.07531300644560782,
volatility,ADA-USD,3.0,1.5,37,14,23,0.3783783783783784,0.8933646557969463,-2.3595549568021674,-0.06377175558924777,
volatility,ADA-USD,3.0,3.0,37,10,27,0.2702702702702703,0.8164470532176145,-4.66905418246424,-0.1261906535801146,
volatility,AVAX-USD,1.0,1.5,39,15,24,0.38461538461538464,0.9375,-1.5,-0.038461538461538464,
volatility,AVAX-USD,1.0,2.0,39,15,24,0.38461538461538464,1.25,6.0,0.15384615384615385,
volatility,AVAX-USD,1.0,2.5,39,13,26,0.3333333333333333,1.25,6.5,0.16666666666666666,
volatility,AVAX-USD,1.0,3.0,39,12,27,0.3076923076923077,1.3333333333333333,9.0,0.23076923076923078,
volatility,AVAX-USD,1.5,1.5,39,13,26,0.3333333333333333,0.7734787191881933,-5.710777641647693,-0.14643019593968445,
volatility,AVAX-USD,1.5,2.0,39,12,27,0.3076923076923077,0.9156538706377458,-2.2107776416476934,-0.0566866061960947,
volatility,AVAX-USD,1.5,2.5,39,9,30,0.23076923076923078,0.7702636429617092,-6.710777641647694,-0.17207122158071012,
volatility,AVAX-USD,1.5,3.0,39,8,31,0.20512820512820512,0.7944184782226295,-6.210777641647694,-0.15925070876019728,
volatility,AVAX-USD,2.0,1.5,39,14,25,0.358974358974359,0.8692742631521174,-3.1580832312357705,-0.0809764931086095,
volatility,AVAX-USD,2.0,2.0,39,11,28,0.28205128205128205,0.7596466508941414,-6.527536259923171,-0.16737272461341465,
volatility,AVAX-USD,2.0,2.5,39,9,30,0.23076923076923078,0.7075412607784863,-8.52753625992317,-0.21865477589546592,
volatility,AVAX-USD,2.0,3.0,39,7,32,0.1794871794871795,0.5979362348142006,-12.527536259923172,-0.32121887845956854,
volatility,AVAX-USD,2.5,2.0,39,11,28,0.28205128205128205,0.7558830971519501,-6.622029007938537,-0.16979561558816764,
volatility,AVAX-USD,2.5,1.5,39,13,26,0.3333333333333333,0.7760741023431422,-5.626466584988616,-0.14426837397406708,
volatility,AVAX-USD,2.5,2.5,39,8,31,0.20512820512820512,0.5976285843631365,-12.122029007938536,-0.3108212566138086,
volatility,AVAX-USD,3.0,2.0,39,8,31,0.20512820512820512,0.49227886509433383,-14.87271630725084,-0.38135170018591896,
volatility,AVAX-USD,3.0,2.5,39,8,31,0.20512820512820512,0.6117610051055357,-11.37271630725084,-0.29160811044232926,
volatility,AVAX-USD,2.5,3.0,39,8,31,0.20512820512820512,0.7138055010993319,-8.622029007938536,-0.22107766687021888,
volatility,AVAX-USD,3.0,1.5,39,12,27,0.3076923076923077,0.6481560096145601,-9.185024173282114,-0.23551344034056704,
volatility,AVAX-USD,3.0,3.0,39,8,31,0.20512820512820512,0.7312431451167377,-7.872716307250842,-0.20186452069873953,
volatility,DOT-USD,1.0,1.5,37,16,21,0.43243243243243246,1.1428571428571428,3.0,0.08108108108108109,
volatility,DOT-USD,1.0,2.0,37,13,24,0.35135135135135137,1.0833333333333333,2.0,0.05405405405405406,
volatility,DOT-USD,1.0,2.5,37,13,24,0.35135135135135137,1.3541666666666667,8.5,0.22972972972972974,
volatility,DOT-USD,1.0,3.0,37,13,24,0.35135135135135137,1.625,15.0,0.40540540540540543,
volatility,DOT-USD,1.5,1.5,37,15,22,0.40540540540540543,1.0227272727272727,0.5,0.013513513513513514,
volatility,DOT-USD,1.5,2.0,37,14,23,0.3783783783783784,1.2173913043478262,5.0,0.13513513513513514,
volatility,DOT-USD,1.5,2.5,37,14,23,0.3783783783783784,1.4993066937484303,11.4840539562139,0.31037983665442975,
volatility,DOT-USD,1.5,3.0,37,13,24,0.35135135135135137,1.5826689148422457,13.9840539562139,0.3779474042219973,
volatility,DOT-USD,2.0,2.0,37,17,20,0.4594594594594595,1.6062069091212874,12.124138182425748,0.32767941033583103,
volatility,DOT-USD,2.0,1.5,37,17,20,0.4594594594594595,1.275,5.5,0.14864864864864866,
volatility,DOT-USD,2.0,3.0,37,14,23,0.3783783783783784,1.6153415632853458,14.152855955562956,0.3825096204206204,
volatility,DOT-USD,2.0,2.5,37,15,22,0.40540540540540543,1.5524025434346798,12.152855955562956,0.32845556636656636,
volatility,DOT-USD,2.5,2.0,37,15,22,0.40540540540540543,1.241922034747744,5.322284764450365,0.14384553417433418,
volatility,DOT-USD,2.5,1.5,37,17,20,0.4594594594594595,1.20996552729703,4.199310545940598,0.11349487962001617,
volatility,DOT-USD,2.5,2.5,37,14,23,0.3783783783783784,1.3400993375847985,7.822284764450365,0.21141310174190175,
volatility,DOT-USD,3.0,1.5,37,16,21,0.43243243243243246,1.067432958172246,1.4160921216171651,0.038272760043707166,
volatility,DOT-USD,2.5,3.0,37,14,23,0.3783783783783784,1.570219739269977,13.115054003209472,0.3544609190056614,
volatility,DOT-USD,3.0,2.5,37,14,23,0.3783783783783784,1.3085164493916477,7.095878336007891,0.19178049556778082,
volatility,DOT-USD,3.0,2.0,37,14,23,0.3783783783783784,1.076894375523564,1.768570637041972,0.047799206406539785,
volatility,DOT-USD,3.0,3.0,37,14,23,0.3783783783783784,1.4061686364608672,9.34187863859994,0.252483206448647,
volatility,ATOM-USD,1.0,1.5,35,19,16,0.5428571428571428,1.78125,12.5,0.35714285714285715,
volatility,ATOM-USD,1.0,2.5,35,11,24,0.3142857142857143,1.1458333333333333,3.5,0.1,
volatility,ATOM-USD,1.0,3.0,35,10,25,0.2857142857142857,1.2,5.0,0.14285714285714285,
volatility,ATOM-USD,1.0,2.0,35,15,20,0.42857142857142855,1.5,10.0,0.2857142857142857,
volatility,ATOM-USD,1.5,1.5,35,17,18,0.4857142857142857,1.4166666666666667,7.5,0.21428571428571427,
volatility,ATOM-USD,1.5,2.5,35,13,22,0.37142857142857144,1.4772727272727273,10.5,0.3,
volatility,ATOM-USD,1.5,2.0,35,15,20,0.42857142857142855,1.5,10.0,0.2857142857142857,
volatility,ATOM-USD,1.5,3.0,35,10,25,0.2857142857142857,1.2,5.0,0.14285714285714285,
volatility,ATOM-USD,2.0,1.5,35,19,16,0.5428571428571428,1.78125,12.5,0.35714285714285715,
volatility,ATOM-USD,2.0,2.0,35,17,18,0.4857142857142857,1.8888888888888888,16.0,0.45714285714285713,
volatility,ATOM-USD,2.0,2.5,35,12,23,0.34285714285714286,1.2009333023169428,4.621465953289687,0.13204188437970535,
volatility,ATOM-USD,2.0,3.0,35,11,24,0.3142857142857143,1.2550610813870702,6.121465953289688,0.17489902723684822,
volatility,ATOM-USD,2.5,1.5,35,18,17,0.5142857142857142,1.588235294117647,10.0,0.2857142857142857,
volatility,ATOM-USD,2.5,2.0,35,13,22,0.37142857142857144,1.0099651354087298,0.21923297899205085,0.006263799399772882,
volatility,ATOM-USD,2.5,2.5,35,12,23,0.34285714285714286,1.0964883903909588,2.219232978992051,0.06340665654263003,
volatility,ATOM-USD,2.5,3.0,35,11,24,0.3142857142857143,1.0689733928822718,1.65536142917452,0.04729604083355771,
volatility,ATOM-USD,3.0,1.5,35,15,20,0.42857142857142855,0.9841347074580021,-0.31730585083995777,-0.009065881452570222,
volatility,ATOM-USD,3.0,2.0,35,12,23,0.34285714285714286,0.8775084412678279,-2.8173058508399578,-0.08049445288114165,
volatility,ATOM-USD,3.0,2.5,35,11,24,0.3142857142857143,0.8908111607352264,-2.620532142354566,-0.07487234692441617,
volatility,ATOM-USD,3.0,3.0,35,11,24,0.3142857142857143,1.0366444940685597,0.8794678576454338,0.025127653075583824,
support_resistance,BTC-USD,1.0,1.5,69,28,41,0.4057971014492754,1.024390243902439,1.0,0.014492753623188406,
support_resistance,BTC-USD,1.0,2.0,69,24,45,0.34782608695652173,1.0666666666666667,3.0,0.043478260869565216,
support_resistance,BTC-USD,1.0,2.5,69,23,46,0.3333333333333333,1.25,11.5,0.16666666666666666,
support_resistance,BTC-USD,1.0,3.0,69,22,47,0.3188405797101449,1.4042553191489362,19.0,0.2753623188405797,
support_resistance,BTC-USD,1.5,1.5,69,30,39,0.43478260869565216,1.1538461538461537,6.0,0.08695652173913043,
support_resistance,BTC-USD,1.5,2.0,69,29,40,0.42028985507246375,1.45,18.0,0.2608695652173913,
support_resistance,BTC-USD,1.5,2.5,69,24,45,0.34782608695652173,1.3333333333333333,15.0,0.21739130434782608,
support_resistance,BTC-USD,1.5,3.0,69,23,46,0.3333333333333333,1.5,23.0,0.3333333333333333,
support_resistance,BTC-USD,2.0,1.5,69,29,40,0.42028985507246375,1.0875,3.5,0.050724637681159424,
support_resistance,BTC-USD,2.0,2.0,69,25,44,0.36231884057971014,1.1363636363636365,6.0,0.08695652173913043,
support_resistance,BTC-USD,2.0,2.5,69,22,47,0.3188405797101449,1.1702127659574468,8.0,0.11594202898550725,
support_resistance,BTC-USD,2.0,3.0,69,18,51,0.2608695652173913,1.0588235294117647,3.0,0.043478260869565216,
support_resistance,BTC-USD,2.5,1.5,69,29,40,0.42028985507246375,1.0875,3.5,0.050724637681159424,
support_resistance,BTC-USD,2.5,2.0,69,26,43,0.37681159420289856,1.2093023255813953,9.0,0.13043478260869565,
support_resistance,BTC-USD,2.5,2.5,69,20,49,0.2898550724637681,1.040128284846398,1.9290065192450783,0.027956616220943163,
support_resistance,BTC-USD,2.5,3.0,69,18,51,0.2608695652173913,1.0784687150406795,3.9290065192450783,0.05694212346731997,
support_resistance,BTC-USD,3.0,1.5,69,31,38,0.4492753623188406,1.2425599556032032,9.077258513512541,0.13155447121032668,
support_resistance,BTC-USD,3.0,2.0,69,24,45,0.34782608695652173,1.0882458408148898,3.892319364108845,0.056410425566794854,
support_resistance,BTC-USD,3.0,2.5,69,21,48,0.30434782608695654,1.1180829537925518,5.451517055265976,0.07900749355457935,
support_resistance,BTC-USD,3.0,3.0,69,19,50,0.2753623188405797,1.0840231458508631,3.988050260844851,0.05779782986731668,
support_resistance,ETH-USD,1.0,1.5,68,22,46,0.3235294117647059,0.717391304347826,-13.0,-0.19117647058823528,
support_resistance,ETH-USD,1.0,2.0,68,17,51,0.25,0.6666666666666666,-17.0,-0.25,
support_resistance,ETH-USD,1.0,2.5,68,15,53,0.22058823529411764,0.7075471698113207,-15.5,-0.22794117647058823,
support_resistance,ETH-USD,1.0,3.0,68,15,53,0.22058823529411764,0.8490566037735849,-8.0,-0.11764705882352941,
support_resistance,ETH-USD,1.5,1.5,68,23,45,0.3382352941176471,0.7666666666666667,-10.5,-0.15441176470588236,
support_resistance,ETH-USD,1.5,2.0,68,21,47,0.3088235294117647,0.8710380212039474,-6.061213003414473,-0.08913548534433048,
support_resistance,ETH-USD,1.5,2.5,68,16,52,0.23529411764705882,0.7392074422420294,-13.561213003414473,-0.19942960299138932,
support_resistance,ETH-USD,1.5,3.0,68,15,53,0.22058823529411764,0.8101657923884061,-10.061213003414473,-0.1479590147560952,
support_resistance,ETH-USD,2.0,1.5,68,25,43,0.36764705882352944,0.8535834941264918,-6.2959097525608545,-0.09258690812589492,
support_resistance,ETH-USD,2.0,2.0,68,19,49,0.27941176470588236,0.7490630662742683,-12.295909752560854,-0.18082220224354198,
support_resistance,ETH-USD,2.0,2.5,68,14,54,0.20588235294117646,0.614890560137762,-20.795909752560853,-0.30582220224354195,
support_resistance,ETH-USD,2.0,3.0,68,14,54,0.20588235294117646,0.7352609305081323,-14.295909752560853,-0.2102339669494243,
support_resistance,ETH-USD,2.5,1.5,68,21,47,0.3088235294117647,0.6502823871904535,-16.436727802048683,-0.24171658532424534,
support_resistance,ETH-USD,2.5,2.0,68,17,51,0.25,0.6498035831341222,-17.549212625374324,-0.25807665625550474,
support_resistance,ETH-USD,2.5,2.5,68,17,51,0.25,0.8029337788815349,-9.875478014989216,-0.14522761786748847,
support_resistance,ETH-USD,2.5,3.0,68,16,52,0.23529411764705882,0.8775202315539149,-6.167496171903991,-0.09069847311623516,
support_resistance,ETH-USD,3.0,1.5,68,24,44,0.35294117647058826,0.7617799939105694,-10.481680267934944,-0.15414235688139624,
support_resistance,ETH-USD,3.0,2.0,68,21,47,0.3088235294117647,0.7645264735475851,-10.85385488182847,-0.15961551296806573,
support_resistance,ETH-USD,3.0,2.5,68,20,48,0.29411764705882354,0.866026831090904,-6.202424503936529,-0.09121212505789013,
support_resistance,ETH-USD,3.0,3.0,68,19,49,0.27941176470588236,0.8924306696234964,-5.087601198190086,-0.07481766467926597,
support_resistance,ADA-USD,1.0,1.5,54,23,31,0.42592592592592593,1.1129032258064515,3.5,0.06481481481481481,
support_resistance,ADA-USD,1.0,2.0,54,20,34,0.37037037037037035,1.1764705882352942,6.0,0.1111111111111111,
support_resistance,ADA-USD,1.0,2.5,54,17,37,0.3148148148148148,1.1486486486486487,5.5,0.10185185185185185,
support_resistance,ADA-USD,1.0,3.0,54,15,39,0.2777777777777778,1.1538461538461537,6.0,0.1111111111111111,
support_resistance,ADA-USD,1.5,1.5,54,24,30,0.4444444444444444,1.2,6.0,0.1111111111111111,
support_resistance,ADA-USD,1.5,2.0,54,19,35,0.35185185185185186,1.0857142857142856,3.0,0.05555555555555555,
support_resistance,ADA-USD,1.5,2.5,54,17,37,0.3148148148148148,1.1486486486486487,5.5,0.10185185185185185,
support_resistance,ADA-USD,1.5,3.0,54,14,40,0.25925925925925924,0.9958793167709512,-0.16482732916195264,-0.0030523579474435675,
support_resistance,ADA-USD,2.0,1.5,54,22,32,0.4074074074074074,1.03125,1.0,0.018518518518518517,
support_resistance,ADA-USD,2.0,2.0,54,20,34,0.37037037037037035,1.1764705882352942,6.0,0.1111111111111111,
support_resistance,ADA-USD,2.0,2.5,54,15,39,0.2777777777777778,0.913496910336629,-3.3736204968714647,-0.06247445364576786,
support_resistance,ADA-USD,2.0,3.0,54,15,39,0.2777777777777778,1.0929840898238086,3.626379503128536,0.06715517598386178,
support_resistance,ADA-USD,2.5,1.5,54,20,34,0.37037037037037035,0.8823529411764706,-4.0,-0.07407407407407407,
support_resistance,ADA-USD,2.5,2.0,54,15,39,0.2777777777777778,0.7307975282693032,-10.498896397497171,-0.19442400736105872,
support_resistance,ADA-USD,2.5,2.5,54,15,39,0.2777777777777778,0.9102847077564826,-3.498896397497172,-0.06479437773142911,
support_resistance,ADA-USD,2.5,3.0,54,13,41,0.24074074074074073,0.8902708195732396,-4.498896397497171,-0.08331289624994762,
support_resistance,ADA-USD,3.0,1.5,54,21,33,0.3888888888888889,0.9217450404672431,-2.582413664580976,-0.047822475270018074,
support_resistance,ADA-USD,3.0,2.0,54,18,36,0.3333333333333333,0.9291880640649737,-2.549229693660944,-0.047207957290017484,
support_resistance,ADA-USD,3.0,2.5,54,16,38,0.2962962962962963,0.95700085827775,-1.6127970260406623,-0.0298666115933456,
support_resistance,ADA-USD,3.0,3.0,54,14,40,0.25925925925925924,0.8704636584267287,-5.05986770504765,-0.09370125379717871,
support_resistance,AVAX-USD,1.0,1.5,62,22,40,0.3548387096774194,0.825,-7.0,-0.11290322580645161,
support_resistance,AVAX-USD,1.0,2.0,62,18,44,0.2903225806451613,0.8181818181818182,-8.0,-0.12903225806451613,
support_resistance,AVAX-USD,1.0,2.5,62,17,45,0.27419354838709675,0.9444444444444444,-2.5,-0.04032258064516129,
support_resistance,AVAX-USD,1.0,3.0,62,15,47,0.24193548387096775,0.9574468085106383,-2.0,-0.03225806451612903,
support_resistance,AVAX-USD,1.5,1.5,62,22,40,0.3548387096774194,0.825,-7.0,-0.11290322580645161,
support_resistance,AVAX-USD,1.5,2.0,62,20,42,0.3225806451612903,0.9523809523809523,-2.0,-0.03225806451612903,
support_resistance,AVAX-USD,1.5,2.5,62,17,45,0.27419354838709675,0.9444444444444444,-2.5,-0.04032258064516129,
support_resistance,AVAX-USD,1.5,3.0,62,14,48,0.22580645161290322,0.875,-6.0,-0.0967741935483871,
support_resistance,AVAX-USD,2.0,1.5,62,23,39,0.3709677419354839,0.8846153846153846,-4.5,-0.07258064516129033,
support_resistance,AVAX-USD,2.0,2.0,62,19,43,0.3064516129032258,0.8837209302325582,-5.0,-0.08064516129032258,
support_resistance,AVAX-USD,2.0,2.5,62,15,47,0.24193548387096775,0.8076986570871935,-8.928206449217559,-0.14400332982608965,
support_resistance,AVAX-USD,2.0,3.0,62,15,47,0.24193548387096775,0.9080218463715116,-4.270380705481303,-0.06887710815292424,
support_resistance,AVAX-USD,2.5,1.5,62,23,39,0.3709677419354839,0.8846153846153846,-4.5,-0.07258064516129033,
support_resistance,AVAX-USD,2.5,2.0,62,19,43,0.3064516129032258,0.870637110534964,-5.477556576378193,-0.08834768671577731,
support_resistance,AVAX-USD,2.5,2.5,62,18,44,0.2903225806451613,0.9457508808548067,-2.351295981389187,-0.037924128732083666,
support_resistance,AVAX-USD,2.5,3.0,62,18,44,0.2903225806451613,0.9937574466025804,-0.2705682773885334,-0.0043640044740086035,
support_resistance,AVAX-USD,3.0,1.5,62,23,39,0.3709677419354839,0.8807738192811692,-4.56463048031516,-0.07362307226314775,
support_resistance,AVAX-USD,3.0,2.0,62,20,42,0.3225806451612903,0.8919858920470801,-4.459413317824324,-0.07192602125523102,
support_resistance,AVAX-USD,3.0,2.5,62,20,42,0.3225806451612903,0.9905017377304797,-0.3921402311571107,-0.006324842438017915,
support_resistance,AVAX-USD,3.0,3.0,62,18,44,0.2903225806451613,0.9793893837529252,-0.8921402311571125,-0.014389358567050202,
support_resistance,DOT-USD,1.0,1.5,62,20,42,0.3225806451612903,0.7142857142857143,-12.0,-0.1935483870967742,
support_resistance,DOT-USD,1.0,2.0,62,17,45,0.27419354838709675,0.7555555555555555,-11.0,-0.1774193548387097,
support_resistance,DOT-USD,1.0,2.5,62,17,45,0.27419354838709675,0.9444444444444444,-2.5,-0.04032258064516129,
support_resistance,DOT-USD,1.0,3.0,62,11,51,0.1774193548387097,0.6470588235294118,-18.0,-0.2903225806451613,
support_resistance,DOT-USD,1.5,1.5,62,24,38,0.3870967741935484,0.9473684210526315,-2.0,-0.03225806451612903,
support_resistance,DOT-USD,1.5,2.0,62,18,44,0.2903225806451613,0.8181818181818182,-8.0,-0.12903225806451613,
support_resistance,DOT-USD,1.5,2.5,62,16,46,0.25806451612903225,0.8695652173913043,-6.0,-0.0967741935483871,
support_resistance,DOT-USD,1.5,3.0,62,15,47,0.24193548387096775,0.9170398240680581,-3.899128268801272,-0.06288916562582697,
support_resistance,DOT-USD,2.0,1.5,62,21,41,0.3387096774193548,0.7682926829268293,-9.5,-0.1532258064516129,
support_resistance,DOT-USD,2.0,2.0,62,18,44,0.2903225806451613,0.8181818181818182,-8.0,-0.12903225806451613,
support_resistance,DOT-USD,2.0,3.0,62,14,48,0.22580645161290322,0.7916158283365226,-10.00244023984692,-0.16132968128785355,
support_resistance,DOT-USD,2.0,2.5,62,16,46,0.25806451612903225,0.8331663869217184,-7.6743462016009545,-0.12377977744517668,
support_resistance,DOT-USD,2.5,1.5,62,22,40,0.3548387096774194,0.839459214007567,-6.31102244081454,-0.10179068452926678,
support_resistance,DOT-USD,2.5,2.0,62,18,44,0.2903225806451613,0.8002702565168854,-8.650499402095303,-0.13952418390476296,
support_resistance,DOT-USD,2.5,2.5,62,17,45,0.27419354838709675,0.8352237787226865,-7.301402838731654,-0.11776456191502668,
support_resistance,DOT-USD,2.5,3.0,62,17,45,0.27419354838709675,0.8309895470448205,-7.4890259736291895,-0.12079074151014822,
support_resistance,DOT-USD,3.0,1.5,62,21,41,0.3387096774193548,0.7754579335849303,-8.84620261402153,-0.1426806873229279,
support_resistance,DOT-USD,3.0,2.0,62,19,43,0.3064516129032258,0.8534921627552472,-6.064931972852172,-0.09782148343309954,
support_resistance,DOT-USD,3.0,2.5,62,19,43,0.3064516129032258,0.8358415415309977,-6.795608358613151,-0.10960658642924438,
support_resistance,DOT-USD,3.0,3.0,62,17,45,0.27419354838709675,0.7381043922918957,-11.365389007109213,-0.18331272592111633,
support_resistance,ATOM-USD,1.0,1.5,66,24,42,0.36363636363636365,0.8571428571428571,-6.0,-0.09090909090909091,
support_resistance,ATOM-USD,1.0,2.5,66,19,47,0.2878787878787879,1.0106382978723405,0.5,0.007575757575757576,
support_resistance,ATOM-USD,1.0,2.0,66,21,45,0.3181818181818182,0.9333333333333333,-3.0,-0.045454545454545456,
support_resistance,ATOM-USD,1.0,3.0,66,18,48,0.2727272727272727,1.125,6.0,0.09090909090909091,
support_resistance,ATOM-USD,1.5,1.5,66,27,39,0.4090909090909091,1.0384615384615385,1.5,0.022727272727272728,
support_resistance,ATOM-USD,1.5,2.0,66,25,41,0.3787878787878788,1.2195121951219512,9.0,0.13636363636363635,
