symbol,atr_mult,rr_ratio,pause_after_loss,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,error
DOT-USD,3.5,2.0,2,3,1,2,0.3333333333333333,0.873800336439273,-27.551090360835587,-0.002755109036083559,-0.0358077051328639,0.02142268576951707,
DOT-USD,3.0,3.0,0,32,8,24,0.25,0.708921978194579,-728.6807310071526,-0.07286807310071526,-0.2874472159506998,0.10207776152747745,
DOT-USD,3.0,2.5,0,37,12,25,0.32432432432432434,0.9457329948947408,-142.78646065814064,-0.014278646065814063,-0.038108417479279684,0.08256344833210924,
DOT-USD,3.5,2.0,3,4,1,3,0.25,0.5869228408905265,-134.25886523575355,-0.013425886523575355,-0.17531452401096947,0.03189371537225349,
DOT-USD,3.5,2.5,2,2,0,2,0.0,0.0,-215.67103871236577,-0.021567103871236577,-0.5022416092614843,0.021567103871236577,
DOT-USD,3.5,1.5,0,43,17,26,0.3953488372093023,0.8468134995082467,-389.3652675159865,-0.03893652675159865,-0.17083652385119252,0.0707558762259827,
DOT-USD,3.5,2.5,3,3,0,3,0.0,0.0,-320.36588163044144,-0.032036588163044145,-0.6152623117315762,0.032036588163044145,
DOT-USD,3.5,3.0,2,2,0,2,0.0,0.0,-215.67103871236577,-0.021567103871236577,-0.5022416092614843,0.021567103871236577,
DOT-USD,3.5,3.0,3,3,0,3,0.0,0.0,-320.36588163044144,-0.032036588163044145,-0.6152623117315762,0.032036588163044145,
DOT-USD,3.5,2.0,0,37,14,23,0.3783783783783784,0.9531905003121555,-108.37275623226378,-0.010837275623226379,-0.03319160214967467,0.059674728627909214,
DOT-USD,4.0,1.5,2,3,1,2,0.3333333333333333,0.6591598366408887,-73.39581236159029,-0.0073395812361590285,-0.12253150675514475,0.021232414782149354,
