position_id,symbol,direction,regime,score,entry_price,exit_price,exit_reason,pnl,indicators_dir,indicators_conf,harmonic_dir,harmonic_conf,harmonic_pattern,sr_dir,sr_conf,sr_strength,sr_distance,sr_touches
0104f172,BTC-USD,SELL,CHOP,0.7238214860676462,110488.421875,111271.06096855759,stop_loss,-35.63411838805077,SELL,0.85,SELL,0.6,Butterfly,SELL,0.58,0.43,,9
86bcf4a5,BTC-USD,SELL,CHOP,0.7130658944224894,112607.8984375,112495.2905390625,stop_loss,21.501583176539256,BUY,0.85,SELL,0.79,Gartley,SELL,0.49,0.44,,7
6835d030,BTC-USD,SELL,CHOP,0.7402601356335295,112989.015625,111400.65571007977,stop_loss,62.0048273713889,BUY,0.85,SELL,0.8,Gartley,SELL,0.54,0.44,,7
95edb013,BTC-USD,SELL,CHOP,0.7551824591555882,113270.46875,114304.71537923398,stop_loss,-46.151963353729016,BUY,0.82,SELL,0.8,Gartley,SELL,0.58,0.44,,7
bd2e84c4,BTC-USD,SELL,CHOP,0.7394263716612154,115950.2890625,115834.3387734375,stop_loss,15.995593867631973,BUY,0.57,SELL,0.8,Gartley,SELL,0.54,0.55,,9
d13b5794,BTC-USD,SELL,CHOP,0.7970161854531437,116003.96875,115887.96478125,stop_loss,16.890274541142475,SELL,0.46,SELL,0.8,Gartley,SELL,0.55,0.55,,9
226760e2,BTC-USD,SELL,CHOP,0.8004912249032521,116072.3046875,115956.2323828125,stop_loss,20.65874665803001,SELL,0.46,SELL,0.8,Gartley,SELL,0.56,0.55,,9
56fcacf9,BTC-USD,SELL,CHOP,0.66,115396.5703125,116282.93217849945,stop_loss,-38.8524494453569,BUY,0.82,SELL,1.0,Gartley,BUY,0.59,0.52,,8
50eadce5,BTC-USD,SELL,CHOP,0.7701030678313714,116555.5,116438.9445,stop_loss,25.38583705733223,BUY,0.85,SELL,0.8,Gartley,SELL,0.62,0.55,,9
187c7376,BTC-USD,SELL,CHOP,0.8922403877011039,116773.1875,114319.125,timeout,81.03694061865654,SELL,0.66,SELL,0.8,Gartley,SELL,0.73,0.73,,13
bd2abc4f,BTC-USD,BUY,CHOP,0.6912301289478724,109671.0234375,111026.34674315967,take_profit,35.65907088894453,BUY,0.34,BUY,0.64,Gartley,BUY,0.58,0.5,,12
0d0cb5d3,BTC-USD,SELL,CHOP,0.6754230675607371,113722.0234375,114809.91768569015,stop_loss,-48.88228014913341,SELL,0.66,SELL,0.52,Gartley,SELL,0.64,0.55,,11
1321e638,BTC-USD,BUY,CHOP,0.7263710210495252,109067.3828125,111474.84375,timeout,70.37076607784486,BUY,0.82,BUY,0.61,Gartley,BUY,0.57,0.55,,13
84b11cc8,BTC-USD,BUY,CHOP,0.7157554755315151,111718.9140625,113508.76807502942,take_profit,46.48792200012558,BUY,0.57,BUY,0.46,Gartley,BUY,0.88,0.85,,21
b5c936d8,BTC-USD,SELL,CHOP,0.6638730729932767,114469.5859375,115450.53671212301,stop_loss,-44.08040705056489,SELL,0.46,SELL,0.44,Gartley,SELL,0.81,0.8,,20
8f24d6fa,BTC-USD,SELL,CHOP,0.6577801400035729,112863.7890625,109614.36209428831,stop_loss,107.0088121248526,SELL,0.68,SELL,0.48,Gartley,SELL,0.66,0.63,,12
d6340ae3,BTC-USD,BUY,CHOP,0.7194826011267956,110795.875,108890.41949629462,stop_loss,-72.45443167494668,BUY,0.82,BUY,0.51,Gartley,BUY,0.72,0.64,,15
47ffe744,BTC-USD,SELL,CHOP,0.8187565000987571,110190.203125,107171.27355798021,take_profit,79.78547426240483,BUY,0.46,SELL,0.84,Gartley,SELL,0.68,0.62,,15
8895c589,BTC-USD,BUY,CHOP,0.6752239997292057,87833.6640625,87459.1160354259,stop_loss,-22.0846703492253,BUY,0.85,BUY,0.46,Gartley,BUY,0.7,0.57,,24
87851e5e,BTC-USD,BUY,CHOP,0.6855800683789898,87881.125,87969.00612499999,stop_loss,29.243054475370275,BUY,0.82,BUY,0.45,Gartley,BUY,0.74,0.64,,28
61c0a9c6,BTC-USD,BUY,CHOP,0.6962825210103425,87831.0859375,87918.91702343749,stop_loss,34.671455663875214,BUY,0.82,BUY,0.46,Gartley,BUY,0.76,0.66,,28
0b8111f9,BTC-USD,BUY,CHOP,0.712223685871232,87875.796875,88520.92487668726,stop_loss,42.971742300666456,BUY,0.82,BUY,0.45,Gartley,BUY,0.81,0.74,,31
bd6e0a46,BTC-USD,BUY,CHOP,0.6875574146067513,90598.2890625,91789.41190466202,stop_loss,57.3277634010648,BUY,0.82,BUY,0.52,Butterfly,BUY,0.63,0.53,,21
b221ea74,BTC-USD,SELL,CHOP,0.7519637806603352,90278.859375,91298.89678758405,stop_loss,-59.318916211219076,SELL,0.82,SELL,0.54,Gartley,SELL,0.76,0.67,,27
9102e592,BTC-USD,BUY,CHOP,0.6501521935537036,88248.3046875,88336.55299218748,stop_loss,39.122694353497955,BUY,0.66,BUY,0.37,Gartley,BUY,0.83,0.86,,35
aedce4de,BTC-USD,BUY,CHOP,0.6534829379559706,87951.8671875,86955.41572396136,stop_loss,-59.36604474145151,SELL,0.85,BUY,0.45,Gartley,BUY,0.92,0.92,,38
76b712fd,BTC-USD,SELL,CHOP,0.7468748385320382,67619.65625,67552.03659375,stop_loss,38.98399060599632,BUY,0.68,SELL,0.77,Gartley,SELL,0.61,0.68,,39
f7124d76,BTC-USD,SELL,CHOP,0.7981360837507518,67933.984375,67866.050390625,stop_loss,38.71419412713975,BUY,0.43,SELL,0.8,Gartley,SELL,0.69,0.69,,40
029350e7,BTC-USD,SELL,CHOP,0.7442089477695606,67551.109375,69024.63674347078,stop_loss,-73.4876058184386,BUY,0.34,SELL,0.76,Gartley,SELL,0.61,0.71,,41
ad3cf2f6,BTC-USD,SELL,CHOP,0.841886325566537,68367.59375,66424.96894285217,stop_loss,105.85919043582595,BUY,0.57,SELL,0.79,Gartley,SELL,0.83,0.75,,44
2e1d44a5,BTC-USD,SELL,CHOP,0.66,66842.9453125,67356.72115691661,stop_loss,-40.47075117011449,BUY,0.43,SELL,1.0,Gartley,BUY,0.78,0.73,,41
606411b4,BTC-USD,SELL,CHOP,0.66,67364.34375,67296.97940625,stop_loss,18.521303962804627,BUY,0.85,SELL,1.0,Gartley,BUY,0.69,0.77,,44
a44ae8e2,BTC-USD,SELL,CHOP,0.66,67270.234375,67762.33619725336,stop_loss,-38.436959677095786,BUY,0.43,SELL,1.0,Gartley,BUY,0.75,0.81,,45
9ee1c261,BTC-USD,SELL,CHOP,0.7585714285714286,68233.8515625,69190.65936064115,stop_loss,-73.29150206257003,SELL,0.82,SELL,1.0,Gartley,BUY,0.61,0.82,,41
7cbe7c0b,BTC-USD,SELL,CHOP,0.7338638313047686,69281.7109375,70343.10121971626,stop_loss,-72.77846154813173,BUY,0.82,SELL,0.8,Gartley,SELL,0.53,0.66,,38
95c1ff1c,BTC-USD,BUY,CHOP,0.6510607647116808,76423.2421875,78952.01605384087,take_profit,96.79129192947022,BUY,0.66,BUY,0.53,Butterfly,BUY,0.57,0.41,,24
64550180,BTC-USD,SELL,CHOP,0.6509005507621387,77650.03125,77572.38121875,stop_loss,34.36044833435841,BUY,0.68,SELL,0.57,Gartley,SELL,0.7,0.67,,36
860873d2,BTC-USD,SELL,CHOP,0.7696379046629729,77796.9375,74674.0524536399,take_profit,118.91250154207054,SELL,0.82,SELL,0.57,Gartley,SELL,0.75,0.7,,38
8db3afad,BTC-USD,SELL,CHOP,0.6634912075629162,76575.703125,77410.66279694413,stop_loss,-57.649081884378006,SELL,0.82,SELL,0.53,Gartley,SELL,0.54,0.75,,41
f54a3981,BTC-USD,SELL,CHOP,0.6547425072663545,77310.8125,77233.5016875,stop_loss,31.919512449554748,BUY,0.85,SELL,0.54,Gartley,SELL,0.76,0.76,,41
02a929fd,BTC-USD,SELL,CHOP,0.7691524254814752,77347.7734375,74823.86863668381,take_profit,97.52426340388443,SELL,0.82,SELL,0.55,Gartley,SELL,0.79,0.8,,44
2d8b2309,ETH-USD,BUY,CHOP,0.7027208107147591,3825.5390625,3780.7008601733587,stop_loss,-87.90565511309812,BUY,0.82,BUY,0.46,Butterfly,BUY,0.78,0.74,,6
2ec7e968,ETH-USD,BUY,CHOP,0.7215965023199498,3778.71240234375,3782.4911147460934,stop_loss,47.503460887667494,BUY,0.82,BUY,0.45,Butterfly,BUY,0.84,0.89,,6
893f32de,ETH-USD,BUY,CHOP,0.6624335703125883,3846.0302734375,3791.61173370741,stop_loss,-99.59597805774544,BUY,0.82,BUY,0.42,Butterfly,BUY,0.73,0.75,,5
29aab9f8,ETH-USD,BUY,CHOP,0.6521580190820746,3771.51220703125,3729.14835153674,stop_loss,-83.06502862955062,SELL,0.82,BUY,0.44,Butterfly,BUY,0.93,0.99,,6
1412c4d8,ETH-USD,BUY,CHOP,0.7973688836893458,3615.88232421875,3663.428444867558,stop_loss,99.86540376720578,BUY,0.68,BUY,0.7,Gartley,BUY,0.65,0.71,,5
abbc7542,ETH-USD,BUY,CHOP,0.7259248622279697,3611.865966796875,3615.4778327636714,stop_loss,46.028037196844004,SELL,0.82,BUY,0.71,Gartley,BUY,0.67,0.71,,5
ad41fefe,ETH-USD,BUY,CHOP,0.7433276453981637,3605.267822265625,3555.2177787269106,stop_loss,-99.22830240051297,SELL,0.82,BUY,0.72,Gartley,BUY,0.7,0.72,,5
6994f1c9,ETH-USD,BUY,CHOP,0.7597045090475651,3596.766845703125,3600.363612548828,stop_loss,52.714385085812886,SELL,0.82,BUY,0.72,Gartley,BUY,0.73,0.72,,5
25dc11ef,ETH-USD,BUY,CHOP,0.8612334537281181,3581.16162109375,3716.9469428416587,take_profit,159.1522656248801,BUY,0.66,BUY,0.7,Gartley,BUY,0.83,0.76,,5
a1fcb8ff,ETH-USD,BUY,CHOP,0.7563697280019588,4334.5673828125,4257.671387496843,stop_loss,-100.35468588361559,BUY,0.68,BUY,0.67,Gartley,BUY,0.59,0.43,,5
a5b1736b,ETH-USD,BUY,CHOP,0.7141307408866462,4287.15869140625,4291.445850097656,stop_loss,53.1498077145876,BUY,0.34,BUY,0.67,Gartley,BUY,0.59,0.48,,5
ab416b8c,ETH-USD,BUY,CHOP,0.7576468637788702,4276.6455078125,4224.408501074464,stop_loss,-91.50109550419887,BUY,0.66,BUY,0.66,Gartley,BUY,0.63,0.48,,5
9ce6bcf4,ETH-USD,BUY,CHOP,0.6750121798348141,4283.68505859375,4460.952361757478,take_profit,168.24496444970052,SELL,0.43,BUY,0.67,Gartley,BUY,0.6,0.48,,5
53b7ae21,ETH-USD,BUY,CHOP,0.6724514407960034,4350.29248046875,4484.886228042351,take_profit,132.3455872435819,BUY,0.66,BUY,0.45,Gartley,BUY,0.76,0.75,,10
aad3290f,ETH-USD,SELL,CHOP,0.66,4483.1142578125,4369.193381746811,take_profit,110.12854441584304,BUY,0.68,SELL,1.0,Gartley,BUY,0.63,0.67,,8
c350343d,ETH-USD,BUY,CHOP,0.7001912827964569,4342.90283203125,4280.436617075009,stop_loss,-103.0748171079733,BUY,0.66,BUY,0.45,Gartley,BUY,0.83,0.82,,11
f3a566d7,ETH-USD,SELL,CHOP,0.78762977982805,4483.9521484375,4401.749900386986,stop_loss,131.16697230828342,BUY,0.85,SELL,0.8,Gartley,SELL,0.67,0.56,,8
faece379,ETH-USD,BUY,CHOP,0.6890662426786712,4293.248046875,4297.541294921874,stop_loss,23.681949573414972,SELL,0.85,BUY,0.48,Gartley,BUY,0.96,1.0,,17
cf732252,ETH-USD,BUY,CHOP,0.7346672137872585,4309.86962890625,4314.179498535156,stop_loss,26.941087706552416,BUY,0.68,BUY,0.46,Gartley,BUY,0.9,1.0,,18
19acb448,ETH-USD,BUY,CHOP,0.8245146574461761,4312.48974609375,4316.802235839843,stop_loss,27.991980223004337,BUY,0.85,BUY,0.57,Gartley,BUY,0.89,1.0,,19
0b2853c6,ETH-USD,BUY,CHOP,0.7512829836278676,4289.86572265625,4294.155588378906,stop_loss,37.126241770080156,BUY,0.46,BUY,0.48,Gartley,BUY,0.97,1.0,,19
a02de8ac,ETH-USD,BUY,CHOP,0.7353475981687043,4307.0517578125,4334.746000598354,stop_loss,75.98372538891324,SELL,0.82,BUY,0.58,Gartley,BUY,0.91,1.0,,21
ed891ecf,ETH-USD,BUY,CHOP,0.690809931851692,4491.27734375,4468.042364277645,stop_loss,-40.846103564747835,BUY,0.66,BUY,0.52,Gartley,BUY,0.69,0.78,,18
b5d51cc8,ETH-USD,BUY,CHOP,0.6996480844620802,4481.228515625,4458.907011557483,stop_loss,-39.175651860635334,BUY,0.66,BUY,0.52,Gartley,BUY,0.72,0.78,,18
1a854820,ETH-USD,BUY,CHOP,0.6707477690303166,4485.45947265625,4466.28854213703,stop_loss,-33.48888077053014,BUY,0.34,BUY,0.52,Gartley,BUY,0.73,0.82,,19
e8e7f6e4,ETH-USD,BUY,CHOP,0.7171909279843143,4470.59423828125,4448.201089701551,stop_loss,-39.12189761606439,BUY,0.66,BUY,0.5,Gartley,BUY,0.79,0.83,,19
dc9f5b45,ETH-USD,SELL,CHOP,0.7046786776795908,4295.69775390625,4348.648871384598,stop_loss,-95.9128539320277,BUY,0.82,SELL,0.55,Gartley,SELL,0.88,1.0,,22
99e0aecd,ADA-USD,SELL,CHOP,0.6678403405292113,0.8162216544151306,0.8244931760991053,stop_loss,-99.99999999999969,SELL,0.82,,,,SELL,0.91,0.95,,6
0628cc92,ADA-USD,SELL,BEAR,0.6997147774837953,0.736304521560669,0.7442761619486533,stop_loss,-98.99999999999983,SELL,0.82,SELL,0.44,Gartley,SELL,0.74,0.81,,6
5b804af8,ADA-USD,SELL,CHOP,0.7566555214062465,0.7516720294952393,0.7259850567980038,take_profit,166.61699999999976,SELL,0.82,SELL,0.37,Gartley,SELL,0.82,0.79,,6
d026461b,ADA-USD,BUY,BULL,0.7009440113489833,0.8182542324066162,0.8085666482818619,stop_loss,-99.67617000000003,BUY,0.85,,,,BUY,0.99,1.0,,9
11f24e01,ADA-USD,BUY,CHOP,0.6866774434654023,0.8207705020904541,0.8096957345054039,stop_loss,-98.67940829999971,BUY,0.82,,,,BUY,0.94,1.0,,9
af8a4565,ADA-USD,BUY,BULL,0.6540304391868353,0.8232843279838562,0.8417423967695661,stop_loss,136.03037962652223,BUY,0.82,,,,BUY,0.9,1.0,,9
ec4f7981,ADA-USD,SELL,CHOP,0.6530737947684419,0.8590062856674194,0.8709881344506695,stop_loss,-99.0529180132653,SELL,0.82,,,,SELL,0.88,0.84,,10
e9641921,ADA-USD,BUY,CHOP,0.6615248594957632,0.8462814092636108,0.8471276906728744,stop_loss,52.92793312778578,SELL,0.85,BUY,0.66,Gartley,BUY,0.82,0.75,,9
2a85996c,ADA-USD,SELL,BEAR,0.6696354657984609,0.829005241394043,0.8281762361526489,stop_loss,53.05063297277277,SELL,0.85,BUY,0.64,Gartley,SELL,0.91,0.96,,11
515aa06c,ADA-USD,SELL,BEAR,0.6675671240431759,0.8135442137718201,0.8249158883246187,stop_loss,-99.1221744941381,SELL,0.85,BUY,0.35,Butterfly,SELL,0.9,1.0,,11
fec521c2,ADA-USD,BUY,CHOP,0.6929521058725732,0.8233519792556763,0.8241753312349318,stop_loss,52.622420466691366,SELL,0.57,BUY,0.6,Gartley,BUY,0.92,1.0,,11
a72e2a14,ADA-USD,SELL,CHOP,0.6681843967312852,0.8129380941390991,0.8230249214172756,stop_loss,-98.65717695386395,SELL,0.85,BUY,0.34,Butterfly,SELL,0.89,1.0,,11
221611a4,ADA-USD,BUY,CHOP,0.693708822073655,0.823244571685791,0.8240678162574767,stop_loss,52.81547810986219,SELL,0.85,BUY,0.6,Gartley,BUY,0.92,1.0,,11
b2057855,ADA-USD,BUY,CHOP,0.8198954073812508,0.8209134340286255,0.8217343474626541,stop_loss,47.89733070377136,BUY,0.46,BUY,0.59,Gartley,BUY,0.96,1.0,,12
6dc66c23,ADA-USD,BUY,CHOP,0.7136813340066471,0.8204197883605957,0.8136719204516616,stop_loss,-81.16141506120493,SELL,0.82,BUY,0.58,Gartley,BUY,0.97,1.0,,13
812cbc00,ADA-USD,SELL,CHOP,0.6529470714935078,0.8113643527030945,0.8105529883503914,stop_loss,48.882434864502706,SELL,0.85,BUY,0.46,Gartley,SELL,0.86,1.0,,13
c8ec4777,ADA-USD,SELL,CHOP,0.6795648245209208,0.8394453525543213,0.8035457505612073,take_profit,167.2034038998402,BUY,0.66,SELL,1.0,Gartley,SELL,0.61,0.62,,10
2ff7ac6c,ADA-USD,SELL,CHOP,0.6523832615417985,0.8113062381744385,0.7955425469098653,stop_loss,140.2646827385255,SELL,0.85,BUY,0.47,Gartley,SELL,0.86,1.0,,13
a0ff1f11,ADA-USD,BUY,CHOP,0.8703018265377895,0.8205739855766296,0.8101890081722812,stop_loss,-101.42962433687804,BUY,0.66,BUY,0.58,Gartley,BUY,0.97,1.0,,14
e3c22374,ADA-USD,BUY,CHOP,0.8452185770783329,0.8241260647773743,0.812819410725826,stop_loss,-100.41532809350879,BUY,0.66,BUY,0.61,Gartley,BUY,0.9,1.0,,15
2103466e,ADA-USD,BUY,CHOP,0.8886031090403446,0.8187709450721741,0.8354781693144221,stop_loss,138.57256620563544,BUY,0.68,BUY,0.57,Gartley,BUY,1.0,1.0,,15
af6fd6c2,ADA-USD,SELL,CHOP,0.8048500922260731,0.8300620913505554,0.8071294264063255,take_profit,157.80428432805593,BUY,0.57,SELL,1.0,Gartley,SELL,0.86,0.85,,13
6153d7ac,ADA-USD,SELL,BEAR,0.6510672299887734,0.8113272786140442,0.8177437804537885,stop_loss,-80.96473882466145,SELL,0.85,BUY,0.47,Gartley,SELL,0.86,1.0,,15
92ae3f9c,ADA-USD,BUY,CHOP,0.8531433470893061,0.8194887042045593,0.8397680603564907,take_profit,142.42433349204202,BUY,0.66,BUY,0.51,Gartley,BUY,0.99,1.0,,16
f314e69f,ADA-USD,BUY,CHOP,0.8564067907490343,0.8243655562400818,0.8251899217963218,stop_loss,55.96645026333972,BUY,0.82,BUY,0.59,Gartley,BUY,0.86,1.0,,18
5418c8f6,ADA-USD,BUY,CHOP,0.6803348550640983,0.8243997097015381,0.8167143869294714,stop_loss,-96.53194250028145,SELL,0.82,BUY,0.59,Gartley,BUY,0.9,1.0,,17
9fbb6990,ADA-USD,SELL,CHOP,0.686983544353525,0.8156017661094666,0.8211766993312686,stop_loss,-70.11979725950667,SELL,0.82,BUY,0.62,Gartley,SELL,0.94,1.0,,18
f78839ca,ADA-USD,BUY,CHOP,0.7114805685021633,0.821872353553772,0.8289357726848703,stop_loss,88.3560751377836,SELL,0.85,BUY,0.61,Gartley,BUY,0.94,1.0,,19
7d44fb0e,ADA-USD,SELL,CHOP,0.7881226923800653,0.8296084403991699,0.834308167381294,stop_loss,-58.21701912938592,BUY,0.82,SELL,1.0,Gartley,SELL,0.82,0.82,,16
be7a7655,ADA-USD,SELL,CHOP,0.8002121341327231,0.8304775357246399,0.8296470581889153,stop_loss,37.23192001211334,BUY,0.85,SELL,1.0,Gartley,SELL,0.85,0.83,,16
1deac056,ADA-USD,SELL,CHOP,0.7981208569671855,0.8303513526916504,0.8355246182933583,stop_loss,-63.89481688850568,BUY,0.57,SELL,1.0,Gartley,SELL,0.84,0.83,,16
30a58aa4,ADA-USD,BUY,CHOP,0.6548913439845457,0.8330591917037964,0.8380773159904769,stop_loss,88.34144792425644,BUY,0.85,SELL,0.8,Gartley,BUY,0.87,0.83,,16
9a1cb0b8,ADA-USD,BUY,CHOP,0.6867879208867462,0.8813717365264893,0.8743246570626201,stop_loss,-82.1952663725428,BUY,0.82,BUY,0.53,Gartley,BUY,0.58,0.59,,12
24a39494,ADA-USD,BUY,CHOP,0.6968646841725399,0.8811308741569519,0.873964463828868,stop_loss,-82.94144873404568,BUY,0.85,BUY,0.53,Gartley,BUY,0.58,0.6,,12
0bdf2d62,ADA-USD,BUY,CHOP,0.7131529318772033,0.882136881351471,0.9149665240770505,take_profit,171.95414199149928,BUY,0.85,BUY,0.53,Gartley,BUY,0.61,0.66,,13
19ba6902,ADA-USD,SELL,CHOP,0.664156548403488,0.9038567543029785,0.9029528975486756,stop_loss,55.8732576034144,SELL,0.82,SELL,0.49,Gartley,SELL,0.56,0.5,,10
3925ccf0,ADA-USD,SELL,CHOP,0.6867570947951811,0.9047528505325317,0.9038480976819993,stop_loss,56.021358671674676,SELL,0.82,SELL,0.5,Gartley,SELL,0.59,0.54,,11
248579f4,ADA-USD,BUY,CHOP,0.7523136828276117,0.8969009518623352,0.8883773271415994,stop_loss,-98.82412763917127,BUY,0.82,BUY,0.6,Gartley,BUY,0.65,0.58,,11
0158e6e0,ADA-USD,SELL,BEAR,0.6898966455925664,0.8165637850761414,0.8284660924711358,stop_loss,-102.9997415953911,SELL,0.85,,,,SELL,0.96,1.0,,19
444f9a7b,ADA-USD,SELL,BEAR,0.6505253794588095,0.8112546801567078,0.810443425476551,stop_loss,55.5062620774651,SELL,0.85,,,,SELL,0.86,1.0,,21
c3cdb72e,ADA-USD,SELL,CHOP,0.6637514177185971,0.8131890296936035,0.7910855226215178,take_profit,157.9160607608113,SELL,0.82,,,,SELL,0.9,1.0,,24
4f9cb301,ADA-USD,SELL,CHOP,0.7286374114181711,0.8146942257881165,0.8069902585683776,stop_loss,133.35520917199477,BUY,0.85,SELL,0.69,Gartley,SELL,0.93,1.0,,24
d1ad4a94,ADA-USD,SELL,CHOP,0.6688149411665713,0.813287615776062,0.7863290462755025,take_profit,179.24378314921813,BUY,0.85,SELL,0.56,Gartley,SELL,0.9,1.0,,24
e23f07a7,AVAX-USD,SELL,CHOP,0.7928611953115252,21.11890983581543,21.011077798876673,stop_loss,116.4905826510802,SELL,0.66,SELL,0.37,Gartley,SELL,0.97,1.0,,4
fef07563,AVAX-USD,BUY,BULL,0.689011332113639,21.186906814575195,20.808778515440267,stop_loss,-101.16490582651086,BUY,0.82,SELL,0.38,Gartley,BUY,0.98,1.0,,4
50787333,AVAX-USD,BUY,BULL,0.6849965651666317,21.201108932495117,21.22231004142761,stop_loss,52.56233566965305,BUY,0.82,SELL,0.39,Gartley,BUY,0.97,1.0,,4
9227384d,AVAX-USD,BUY,BULL,0.6704154928621702,21.252849578857422,21.90480842557573,stop_loss,139.85815099269644,BUY,0.82,SELL,0.4,Gartley,BUY,0.94,1.0,,4
c322c934,AVAX-USD,SELL,CHOP,0.6658079397243758,25.117963790893555,23.74786492692261,take_profit,173.5316847792776,SELL,0.34,SELL,0.66,Gartley,SELL,0.66,0.66,,2
32431273,AVAX-USD,SELL,BULL,0.696075291381143,25.116344451904297,25.414586793315646,stop_loss,-103.81277848266171,SELL,0.66,SELL,0.66,Gartley,SELL,0.75,0.78,,3
84a4b4f1,AVAX-USD,SELL,CHOP,0.6845582632861013,24.474151611328125,24.449677459716796,stop_loss,54.01478429669401,SELL,0.85,BUY,0.46,Gartley,SELL,0.92,0.92,,5
d106e970,AVAX-USD,BUY,BEAR,0.6626328780994664,24.02334213256836,23.637497675907298,stop_loss,-103.31479854080199,BUY,0.66,BUY,0.38,Gartley,BUY,0.83,0.81,,4
4934b7bd,AVAX-USD,SELL,BEAR,0.6998412095063569,21.148984909057617,21.12783592414856,stop_loss,54.19521802738895,SELL,0.85,,,,SELL,0.98,1.0,,6
