symbol,timeframe,atr_mult,rr_ratio,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,expectancy,avg_win,avg_loss,diag_signals,diag_gate_passed,diag_guard_blocked,error
ETH-USD,1h,4.0,2.0,122,44,78,0.36065573770491804,1.0143353901686183,103.50208928622851,0.010350208928622852,0.022709916861622666,0.11156263180559577,0.8483777810346496,166.4441365747309,92.56461435899912,6765,123,5983,
ETH-USD,1h,5.0,1.5,117,50,67,0.42735042735042733,1.0714963679762886,419.8199386400829,0.04198199386400829,0.06456631753587096,0.0817290397607475,3.588204603761376,125.83451500810801,87.64038525022866,6432,118,6288,
ETH-USD,1h,5.0,2.5,98,35,63,0.35714285714285715,1.019541059683729,100.94208634932875,0.010094208634932874,0.022599555340935707,0.08993148262460081,1.0300212892788352,150.47378384495394,81.99429124165178,6144,99,6404,
ADA-USD,1h,2.0,2.5,27,6,21,0.2222222222222222,0.7140934456404652,-609.6392068025198,-0.06096392068025198,-0.12453371682514673,0.123238979376502,-22.579229881574655,253.77718415628328,101.53820532096263,1626,27,9086,
ADA-USD,1h,2.0,3.0,28,6,22,0.21428571428571427,0.8112730676272061,-428.1115359300584,-0.042811153593005837,-0.07283800387231247,0.11466435047760194,-15.289697711787895,306.71771350093667,103.10990076980369,1622,28,9089,
ETH-USD,1h,6.0,2.0,91,33,58,0.3626373626373626,1.069340455211497,283.28008010507256,0.028328008010507257,0.0511911280500962,0.06085387862380488,3.112967913242592,132.38275216584753,70.43708174772229,5791,92,6617,
ETH-USD,1h,6.0,1.5,100,43,57,0.43,1.1280297060969788,567.3535399123248,0.05673535399123248,0.09429272043048227,0.06909277308573095,5.67353539912331,116.25057281911658,77.74422967209968,5920,101,6569,
ETH-USD,1h,5.0,3.0,97,34,63,0.35051546391752575,1.0312045886313443,171.3126694561215,0.01713126694561215,0.030668169492743046,0.09815327539890314,1.7661099943930196,166.50870402889564,87.14259154803696,6224,98,6357,
ADA-USD,1h,3.0,1.5,116,42,74,0.3620689655172414,0.8467719371586343,-1079.9650818832088,-0.10799650818832088,-0.13169629409822456,0.14250421044214184,-9.310043809338083,142.09819748921504,95.2444510328412,4293,116,7532,
ADA-USD,1h,2.0,2.0,179,60,119,0.33519553072625696,0.9907729935521689,-115.03183770063697,-0.011503183770063697,0.005200170453969609,0.1175214721936262,-0.642635964808008,205.86387513083656,104.76356592899855,5091,179,7003,
