bar,equity
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10137.721225245621
17,10137.721225245621
18,10137.721225245621
19,10137.721225245621
20,10137.721225245621
21,10137.721225245621
22,10137.721225245621
23,10137.721225245621
24,10137.721225245621
25,10137.721225245621
26,10137.721225245621
27,10137.721225245621
28,10137.721225245621
29,10137.721225245621
30,10137.721225245621
31,10060.777057986594
32,10060.777057986594
33,10060.777057986594
34,10060.777057986594
35,10060.777057986594
36,10060.777057986594
37,10060.777057986594
38,10060.777057986594
39,10060.777057986594
40,10060.777057986594
41,10060.777057986594
42,10060.777057986594
43,10060.777057986594
44,10060.777057986594
45,10060.777057986594
46,10060.777057986594
47,10060.777057986594
48,10060.777057986594
49,10060.777057986594
50,10060.777057986594
51,10060.777057986594
52,10060.777057986594
53,10060.777057986594
54,10060.777057986594
55,10060.777057986594
56,10060.777057986594
57,10060.777057986594
58,10060.777057986594
59,10060.777057986594
60,10060.777057986594
61,10060.777057986594
62,10060.777057986594
63,10060.777057986594
64,10060.777057986594
65,10060.777057986594
66,10060.777057986594
67,10060.777057986594
68,10060.777057986594
69,10060.777057986594
70,10060.777057986594
71,10060.777057986594
72,10060.777057986594
73,10060.777057986594
74,10060.777057986594
75,10060.777057986594
76,10060.777057986594
77,10060.777057986594
78,10060.777057986594
79,10060.777057986594
80,10060.777057986594
81,10060.777057986594
82,10060.777057986594
83,10060.777057986594
84,10060.777057986594
85,10060.777057986594
86,10060.777057986594
87,10060.777057986594
88,10060.777057986594
89,10060.777057986594
90,10060.777057986594
91,10060.777057986594
92,10060.777057986594
93,10060.777057986594
94,10060.777057986594
95,10060.777057986594
96,10060.777057986594
97,10060.777057986594
98,10060.777057986594
99,10060.777057986594
100,10060.777057986594
101,10060.777057986594
102,10060.777057986594
103,10060.777057986594
104,10060.777057986594
105,10060.777057986594
106,10060.777057986594
107,10060.777057986594
108,10060.777057986594
109,10060.777057986594
110,10114.060271017743
111,10114.060271017743
112,10114.060271017743
113,10114.060271017743
114,10114.060271017743
115,10114.060271017743
116,10114.060271017743
117,10114.060271017743
118,10114.060271017743
119,10114.060271017743
120,10114.060271017743
121,10114.060271017743
122,10114.060271017743
123,10114.060271017743
124,10114.060271017743
125,10114.060271017743
126,10114.060271017743
127,10114.060271017743
128,10114.060271017743
129,10114.060271017743
130,10114.060271017743
131,10114.060271017743
132,10114.060271017743
133,10114.060271017743
134,10114.060271017743
135,10114.060271017743
136,10114.060271017743
137,10114.060271017743
138,10114.060271017743
139,10114.060271017743
140,10114.060271017743
141,10114.060271017743
142,10114.060271017743
143,10114.060271017743
144,10114.060271017743
145,10114.060271017743
146,10114.060271017743
147,10114.060271017743
148,10114.060271017743
149,10114.060271017743
150,10114.060271017743
151,10114.060271017743
152,10114.060271017743
153,10114.060271017743
154,10114.060271017743
155,10114.060271017743
156,10114.060271017743
157,10114.060271017743
158,10114.060271017743
159,10114.060271017743
160,10114.060271017743
161,10114.060271017743
162,10114.060271017743
163,10114.060271017743
164,10114.060271017743
165,10114.060271017743
166,10114.060271017743
167,10114.060271017743
168,10114.060271017743
169,10114.060271017743
170,10114.060271017743
171,10114.060271017743
172,10114.060271017743
173,10114.060271017743
174,10114.060271017743
175,10114.060271017743
176,10114.060271017743
177,10114.060271017743
178,10114.060271017743
179,10114.060271017743
180,10114.060271017743
181,10114.060271017743
182,10114.060271017743
183,10114.060271017743
184,10114.060271017743
185,10114.060271017743
186,10114.060271017743
187,10114.060271017743
188,10114.060271017743
189,10114.060271017743
190,10114.060271017743
191,10114.060271017743
192,10114.060271017743
193,10114.060271017743
194,10114.060271017743
195,10114.060271017743
196,10114.060271017743
197,10114.060271017743
198,10114.060271017743
199,10114.060271017743
200,10114.060271017743
201,10114.060271017743
202,10114.060271017743
203,10114.060271017743
204,10114.060271017743
205,10114.060271017743
206,10114.060271017743
207,10114.060271017743
208,10114.060271017743
209,10114.060271017743
210,10114.060271017743
211,10114.060271017743
212,10114.060271017743
213,10114.060271017743
214,10114.060271017743
215,10114.060271017743
216,10114.060271017743
217,10114.060271017743
218,10114.060271017743
219,10114.060271017743
220,10114.060271017743
