id,timestamp,symbol,timeframe,regime,direction,confluence_score,bull_score,bear_score,passed_gate,signals_count,weights,reasons
1,2026-09-10T21:13:01.298276+00:00,BTC-USD,1h,CHOP,HOLD,0.42644054611215226,0.0,0.42644054611215226,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.82, weight=0.52, contrib=0.426)""]"
2,2026-09-10T21:13:01.310824+00:00,BTC-USD,1h,CHOP,HOLD,0.33837354593266783,0.0,0.33837354593266783,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.65, weight=0.52, contrib=0.338)""]"
3,2026-09-10T21:13:01.322629+00:00,BTC-USD,1h,CHOP,HOLD,0.32393602213416495,0.0,0.32393602213416495,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.62, weight=0.52, contrib=0.324)""]"
4,2026-09-10T21:13:01.335308+00:00,BTC-USD,1h,CHOP,HOLD,0.3106483365766514,0.0,0.3106483365766514,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.60, weight=0.52, contrib=0.311)""]"
5,2026-09-10T21:13:01.346865+00:00,BTC-USD,1h,CHOP,HOLD,0.33571451762465654,0.0,0.33571451762465654,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.65, weight=0.52, contrib=0.336)""]"
6,2026-09-10T21:13:01.358712+00:00,BTC-USD,1h,CHOP,HOLD,0.3595044878742147,0.3595044878742147,0.0,0,1,"{""support_resistance"": 0.52}","[""support_resistance: BUY (conf=0.69, weight=0.52, contrib=0.360)""]"
7,2026-09-10T21:13:01.371558+00:00,BTC-USD,1h,CHOP,HOLD,0.3669363031092239,0.3669363031092239,0.0,0,1,"{""support_resistance"": 0.52}","[""support_resistance: BUY (conf=0.71, weight=0.52, contrib=0.367)""]"
8,2026-09-10T21:13:01.383325+00:00,BTC-USD,1h,CHOP,HOLD,0.34329517294451833,0.0,0.34329517294451833,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.66, weight=0.52, contrib=0.343)""]"
9,2026-09-10T21:13:01.395081+00:00,BTC-USD,1h,BEAR,HOLD,0.42914689559832236,0.0,0.42914689559832236,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.52, weight=0.40, contrib=0.206)""]"
10,2026-09-10T21:13:01.407644+00:00,BTC-USD,1h,BEAR,HOLD,0.43151094863845596,0.0,0.43151094863845596,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.52, weight=0.40, contrib=0.209)""]"
11,2026-09-10T21:13:01.420315+00:00,BTC-USD,1h,BEAR,HOLD,0.45449707197103595,0.0,0.45449707197103595,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.58, weight=0.40, contrib=0.232)""]"
12,2026-09-10T21:13:01.433321+00:00,BTC-USD,1h,CHOP,HOLD,0.4969516430578606,0.0,0.4969516430578606,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.62, weight=0.24, contrib=0.149)"", ""support_resistance: SELL (conf=0.67, weight=0.52, contrib=0.348)""]"
13,2026-09-10T21:13:01.445833+00:00,BTC-USD,1h,CHOP,HOLD,0.4779427339289084,0.0,0.4779427339289084,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.62, weight=0.24, contrib=0.149)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.329)""]"
14,2026-09-10T21:13:01.458097+00:00,BTC-USD,1h,BEAR,HOLD,0.463315819548895,0.0,0.463315819548895,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.240)""]"
15,2026-09-10T21:13:01.469921+00:00,BTC-USD,1h,BEAR,HOLD,0.4633542282362655,0.0,0.4633542282362655,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.240)""]"
16,2026-09-10T21:13:01.481892+00:00,BTC-USD,1h,BEAR,HOLD,0.4635876823376015,0.0,0.4635876823376015,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.241)""]"
17,2026-09-10T21:13:01.494118+00:00,BTC-USD,1h,BEAR,HOLD,0.46263508098817696,0.0,0.46263508098817696,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.240)""]"
18,2026-09-10T21:13:01.505906+00:00,BTC-USD,1h,BEAR,HOLD,0.4569284763520477,0.0,0.4569284763520477,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.59, weight=0.40, contrib=0.234)""]"
19,2026-09-10T21:13:01.517217+00:00,BTC-USD,1h,BEAR,HOLD,0.461746827656688,0.0,0.461746827656688,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.62, weight=0.36, contrib=0.223)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.239)""]"
20,2026-09-10T21:13:01.530247+00:00,BTC-USD,1h,BEAR,HOLD,0.35222402003214764,0.0,0.35222402003214764,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.31, weight=0.36, contrib=0.111)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.241)""]"
21,2026-09-10T21:13:01.542829+00:00,BTC-USD,1h,CHOP,HOLD,0.3998405446000217,0.0,0.3998405446000217,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.326)""]"
22,2026-09-10T21:13:01.555376+00:00,BTC-USD,1h,CHOP,HOLD,0.392182118654861,0.0,0.392182118654861,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.61, weight=0.52, contrib=0.318)""]"
23,2026-09-10T21:13:01.567648+00:00,BTC-USD,1h,CHOP,HOLD,0.4043228107154649,0.0,0.4043228107154649,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.64, weight=0.52, contrib=0.330)""]"
24,2026-09-10T21:13:01.578911+00:00,BTC-USD,1h,CHOP,HOLD,0.39558808316380933,0.0,0.39558808316380933,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.62, weight=0.52, contrib=0.322)""]"
25,2026-09-10T21:13:01.593631+00:00,BTC-USD,1h,CHOP,HOLD,0.40220033474580713,0.0,0.40220033474580713,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.328)""]"
26,2026-09-10T21:13:01.606079+00:00,BTC-USD,1h,CHOP,HOLD,0.3245916596274377,0.0,0.3245916596274377,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.62, weight=0.52, contrib=0.325)""]"
27,2026-09-10T21:13:01.618302+00:00,BTC-USD,1h,CHOP,HOLD,0.33361416560149365,0.0,0.33361416560149365,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.64, weight=0.52, contrib=0.334)""]"
28,2026-09-10T21:13:01.630924+00:00,BTC-USD,1h,CHOP,HOLD,0.32517871040226093,0.0885264326014399,0.32517871040226093,0,2,"{""harmonic"": 0.36, ""support_resistance"": 0.52}","[""harmonic: BUY (conf=0.25, weight=0.36, contrib=0.089)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.325)""]"
