id,timestamp,symbol,timeframe,regime,direction,confluence_score,bull_score,bear_score,passed_gate,signals_count,weights,reasons
1,2026-09-10T21:03:55.688145+00:00,BTC-USD,1h,CHOP,HOLD,0.42644054611215226,0.0,0.42644054611215226,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.82, weight=0.52, contrib=0.426)""]"
2,2026-09-10T21:03:55.701577+00:00,BTC-USD,1h,CHOP,HOLD,0.33837354593266783,0.0,0.33837354593266783,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.65, weight=0.52, contrib=0.338)""]"
3,2026-09-10T21:03:55.716476+00:00,BTC-USD,1h,CHOP,HOLD,0.32393602213416495,0.0,0.32393602213416495,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.62, weight=0.52, contrib=0.324)""]"
4,2026-09-10T21:03:55.732837+00:00,BTC-USD,1h,CHOP,HOLD,0.3106483365766514,0.0,0.3106483365766514,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.60, weight=0.52, contrib=0.311)""]"
5,2026-09-10T21:03:55.748695+00:00,BTC-USD,1h,CHOP,HOLD,0.33571451762465654,0.0,0.33571451762465654,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.65, weight=0.52, contrib=0.336)""]"
6,2026-09-10T21:03:55.762172+00:00,BTC-USD,1h,CHOP,HOLD,0.3595044878742147,0.3595044878742147,0.0,0,1,"{""support_resistance"": 0.52}","[""support_resistance: BUY (conf=0.69, weight=0.52, contrib=0.360)""]"
7,2026-09-10T21:03:55.775963+00:00,BTC-USD,1h,CHOP,HOLD,0.3669363031092239,0.3669363031092239,0.0,0,1,"{""support_resistance"": 0.52}","[""support_resistance: BUY (conf=0.71, weight=0.52, contrib=0.367)""]"
8,2026-09-10T21:03:55.789066+00:00,BTC-USD,1h,CHOP,HOLD,0.34329517294451833,0.0,0.34329517294451833,0,1,"{""support_resistance"": 0.52}","[""support_resistance: SELL (conf=0.66, weight=0.52, contrib=0.343)""]"
9,2026-09-10T21:03:55.801675+00:00,BTC-USD,1h,BEAR,HOLD,0.4000699725213993,0.0,0.4000699725213993,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.52, weight=0.40, contrib=0.206)""]"
10,2026-09-10T21:03:55.815386+00:00,BTC-USD,1h,BEAR,HOLD,0.40243402556153285,0.0,0.40243402556153285,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.52, weight=0.40, contrib=0.209)""]"
11,2026-09-10T21:03:55.828714+00:00,BTC-USD,1h,BEAR,HOLD,0.42542014889411295,0.0,0.42542014889411295,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.58, weight=0.40, contrib=0.232)""]"
12,2026-09-10T21:03:55.841983+00:00,BTC-USD,1h,CHOP,HOLD,0.4775670276732452,0.0,0.4775670276732452,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.54, weight=0.24, contrib=0.129)"", ""support_resistance: SELL (conf=0.67, weight=0.52, contrib=0.348)""]"
13,2026-09-10T21:03:55.856390+00:00,BTC-USD,1h,CHOP,HOLD,0.45855811854429307,0.0,0.45855811854429307,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.54, weight=0.24, contrib=0.129)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.329)""]"
14,2026-09-10T21:03:55.870161+00:00,BTC-USD,1h,BEAR,HOLD,0.43423889647197195,0.0,0.43423889647197195,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.240)""]"
15,2026-09-10T21:03:55.883973+00:00,BTC-USD,1h,BEAR,HOLD,0.43427730515934243,0.0,0.43427730515934243,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.240)""]"
16,2026-09-10T21:03:55.897555+00:00,BTC-USD,1h,BEAR,HOLD,0.43451075926067845,0.0,0.43451075926067845,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.241)""]"
17,2026-09-10T21:03:55.911532+00:00,BTC-USD,1h,BEAR,HOLD,0.4335581579112539,0.0,0.4335581579112539,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.240)""]"
18,2026-09-10T21:03:55.925064+00:00,BTC-USD,1h,BEAR,HOLD,0.42785155327512464,0.0,0.42785155327512464,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.59, weight=0.40, contrib=0.234)""]"
19,2026-09-10T21:03:55.939073+00:00,BTC-USD,1h,BEAR,HOLD,0.43266990457976495,0.0,0.43266990457976495,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.54, weight=0.36, contrib=0.194)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.239)""]"
20,2026-09-10T21:03:55.952768+00:00,BTC-USD,1h,BEAR,HOLD,0.35222402003214764,0.0,0.35222402003214764,0,2,"{""indicators"": 0.36, ""support_resistance"": 0.4}","[""indicators: SELL (conf=0.31, weight=0.36, contrib=0.111)"", ""support_resistance: SELL (conf=0.60, weight=0.40, contrib=0.241)""]"
21,2026-09-10T21:03:55.966452+00:00,BTC-USD,1h,CHOP,HOLD,0.3998405446000217,0.0,0.3998405446000217,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.326)""]"
22,2026-09-10T21:03:55.980000+00:00,BTC-USD,1h,CHOP,HOLD,0.392182118654861,0.0,0.392182118654861,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.61, weight=0.52, contrib=0.318)""]"
23,2026-09-10T21:03:55.993181+00:00,BTC-USD,1h,CHOP,HOLD,0.4043228107154649,0.0,0.4043228107154649,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.64, weight=0.52, contrib=0.330)""]"
24,2026-09-10T21:03:56.006496+00:00,BTC-USD,1h,CHOP,HOLD,0.39558808316380933,0.0,0.39558808316380933,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.62, weight=0.52, contrib=0.322)""]"
25,2026-09-10T21:03:56.022418+00:00,BTC-USD,1h,CHOP,HOLD,0.40220033474580713,0.0,0.40220033474580713,0,2,"{""indicators"": 0.24, ""support_resistance"": 0.52}","[""indicators: SELL (conf=0.31, weight=0.24, contrib=0.074)"", ""support_resistance: SELL (conf=0.63, weight=0.52, contrib=0.328)""]"
