symbol,timeframe,bars,trades,wins,losses,breakeven,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,sortino,max_dd_pct,max_dd_dollar,expectancy,avg_win,avg_loss,starting_equity,final_equity,duration_sec,gate_mode,atr_multiplier,rr_ratio,filter_chop,regime_1d_filter,long_only,blocked_by_1d,error
BTC-USD,2h,8416,608,214,394,0,0.3519736842105263,1.4958787687308797,5353.524516821819,0.5353524516821819,0.3663460723950766,0.08660323414793925,0.08847504489507439,1164.7815166480468,37.184949318781605,318.69693286663454,115.71749859807252,10000.0,15353.524516821819,57.856688,aggressive,2.0,3.0,True,True,False,247,
ETH-USD,1h,10000,467,189,278,0,0.40471092077087795,1.3988898945573571,2495.3766400586865,0.24953766400586866,0.2493145034648577,0.03773112866132172,0.07725530557207984,958.2084913314193,26.21742344379041,227.18287106799173,110.410165048922,10000.0,12495.376640058686,82.562773,aggressive,3.0,2.5,True,True,False,868,
ADA-USD,1h,10000,583,232,351,0,0.3979416809605489,1.4172860037030612,3965.0080655015645,0.39650080655015646,0.3164512639223946,0.0570133080025101,0.10676385932140355,1279.5881417747278,26.345730722829032,224.8611868626729,104.86676450350652,10000.0,13965.008065501564,79.222488,aggressive,3.0,2.5,True,True,False,604,
DOT-USD,1h,10000,683,260,423,0,0.3806734992679356,1.2360353144799352,2773.845376512405,0.2773845376512405,0.20920371543995622,0.04260714846884094,0.11396720188462504,1275.434355093863,15.637419113172243,215.11283608392833,106.97158422582679,10000.0,12773.845376512405,77.201541,aggressive,2.5,2.5,True,False,False,0,
ATOM-USD,1h,10000,659,289,370,0,0.4385432473444613,1.3687415859536263,2667.9313959582396,0.26679313959582396,0.22427400879780354,0.0406070273560177,0.12632877600705802,1390.5328557032153,21.54976282017209,182.40192175301937,104.08881537332213,10000.0,12667.93139595824,72.943253,aggressive,3.0,2.0,True,False,False,0,
