bar,equity
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10000.0
17,10000.0
18,10000.0
19,10000.0
20,10000.0
21,10000.0
22,10000.0
23,10000.0
24,10000.0
25,10000.0
26,10000.0
27,10000.0
28,10000.0
29,10000.0
30,10116.31396587015
31,10116.31396587015
32,10116.31396587015
33,10116.31396587015
34,10116.31396587015
35,10116.31396587015
36,10116.31396587015
37,10116.31396587015
38,10116.31396587015
39,10116.31396587015
40,10116.31396587015
41,10116.31396587015
42,10116.31396587015
43,10116.31396587015
44,10116.31396587015
45,10116.31396587015
46,10116.31396587015
47,10116.31396587015
48,10116.31396587015
49,10116.31396587015
50,10116.31396587015
51,10116.31396587015
52,10116.31396587015
53,10116.31396587015
54,10116.31396587015
55,10116.31396587015
56,10116.31396587015
57,10116.31396587015
58,10116.31396587015
59,10116.31396587015
60,10116.31396587015
61,10116.31396587015
62,10116.31396587015
63,10116.31396587015
64,10116.31396587015
65,10116.31396587015
66,10116.31396587015
67,10116.31396587015
68,10116.31396587015
69,10116.31396587015
70,10116.31396587015
71,10116.31396587015
72,10116.31396587015
73,10116.31396587015
74,10116.31396587015
75,10116.31396587015
76,10116.31396587015
77,10116.31396587015
78,10116.31396587015
79,10116.31396587015
80,10116.31396587015
81,10116.31396587015
82,10116.31396587015
83,10116.31396587015
84,10116.31396587015
85,10116.31396587015
86,10116.31396587015
87,10116.31396587015
88,10116.31396587015
89,10116.31396587015
90,10116.31396587015
91,10116.31396587015
92,10116.31396587015
93,10116.31396587015
94,10116.31396587015
95,10116.31396587015
96,10116.31396587015
97,10116.31396587015
98,10116.31396587015
99,10116.31396587015
100,10116.31396587015
101,10116.31396587015
102,10116.31396587015
103,10116.31396587015
104,10116.31396587015
105,10116.31396587015
106,10116.31396587015
107,10116.31396587015
108,10116.31396587015
109,10116.31396587015
110,10116.31396587015
111,10116.31396587015
112,10116.31396587015
113,10116.31396587015
114,10116.31396587015
115,10116.31396587015
116,10116.31396587015
117,10116.31396587015
118,10116.31396587015
119,10116.31396587015
120,10116.31396587015
121,10116.31396587015
122,10116.31396587015
123,10116.31396587015
124,10116.31396587015
125,10116.31396587015
126,10116.31396587015
127,10116.31396587015
128,10116.31396587015
129,10116.31396587015
130,10116.31396587015
131,10116.31396587015
132,10116.31396587015
133,10116.31396587015
134,10116.31396587015
135,10116.31396587015
136,10116.31396587015
137,10116.31396587015
138,10116.31396587015
139,10116.31396587015
140,10116.31396587015
141,10116.31396587015
142,10116.31396587015
143,10116.31396587015
144,10116.31396587015
145,10116.31396587015
146,10116.31396587015
147,10116.31396587015
148,10116.31396587015
149,10116.31396587015
150,10116.31396587015
151,10116.31396587015
152,10116.31396587015
153,10116.31396587015
154,10116.31396587015
155,10116.31396587015
156,10116.31396587015
157,10116.31396587015
158,10116.31396587015
159,10116.31396587015
160,10116.31396587015
161,10116.31396587015
162,10116.31396587015
163,10116.31396587015
164,10116.31396587015
165,10116.31396587015
166,10116.31396587015
167,10116.31396587015
168,10116.31396587015
169,10116.31396587015
170,10116.31396587015
171,10116.31396587015
172,10116.31396587015
173,10116.31396587015
174,10116.31396587015
175,10116.31396587015
176,10116.31396587015
177,10116.31396587015
178,10116.31396587015
179,10116.31396587015
180,10116.31396587015
181,10116.31396587015
182,10116.31396587015
183,10116.31396587015
184,10116.31396587015
185,10116.31396587015
186,10116.31396587015
187,10116.31396587015
188,10116.31396587015
189,10116.31396587015
190,10116.31396587015
191,10116.31396587015
192,10116.31396587015
193,10116.31396587015
194,10116.31396587015
195,10116.31396587015
196,10116.31396587015
197,10116.31396587015
198,10116.31396587015
199,10116.31396587015
200,10116.31396587015
201,10116.31396587015
202,10116.31396587015
203,10116.31396587015
204,10116.31396587015
205,10116.31396587015
206,10116.31396587015
207,10116.31396587015
208,10116.31396587015
209,10116.31396587015
210,10116.31396587015
211,10116.31396587015
212,10116.31396587015
213,10116.31396587015
214,10116.31396587015
215,10116.31396587015
216,10116.31396587015
217,10116.31396587015
218,10116.31396587015
219,10116.31396587015
220,10116.31396587015
221,10116.31396587015
222,10116.31396587015
223,10116.31396587015
224,10116.31396587015
