id,position_id,symbol,timeframe,direction,entry_price,entry_time,initial_size,initial_stop_loss,final_stop_loss,take_profits,exit_price,exit_time,exit_reason,realized_pnl,realized_pnl_pct,risk_amount,risk_pct,regime,confluence_score,metadata,created_at
1,a7bee080,AAPL,1d,SELL,149.83999633789062,2022-09-28T00:00:00-04:00,16.519160353931436,158.92036100450645,149.69015634155272,"[140.7596316712748, 131.67926700465898, 122.59890233804315]",149.69015634155272,2022-10-24T00:00:00-04:00,stop_loss,76.23761546346911,0.030800203178527594,150.0,0.015,CHOP,0.6657117593133934,"{""regime"": ""CHOP"", ""confluence_score"": 0.6657117593133934, ""opened_bar_index"": 14}",2026-09-11T13:30:30.838892+00:00
2,aeb302a1,AAPL,1d,SELL,146.7100067138672,2023-02-24T00:00:00-05:00,20.836395576906156,153.96383157403017,153.96383157403017,"[139.4561818537042, 132.2023569935412, 124.94853213337822]",153.96383157403017,2023-03-06T00:00:00-05:00,stop_loss,-151.1435642319518,-0.04944328626683472,151.14356423195204,0.015,CHOP,0.6834458602027222,"{""regime"": ""CHOP"", ""confluence_score"": 0.6834458602027222, ""opened_bar_index"": 116}",2026-09-11T13:30:31.846023+00:00
