symbol,timeframe,bars,trades,wins,losses,breakeven,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,sortino,max_dd_pct,max_dd_dollar,expectancy,avg_win,avg_loss,starting_equity,final_equity,duration_sec,gate_mode,atr_multiplier,rr_ratio,error
AAPL,1d,1005,41,17,24,0,0.4146341463414634,0.815322914394564,-128.22905883780368,-0.012822905883780367,-0.07203174315419007,-0.010893996909858593,0.044328375000000184,457.897412402448,-16.28460718273071,173.39192102071794,150.63881466017347,10000.0,9871.770941162196,19.131684,balanced,2.0,3.0,
ADA-USD,1h,10000,24,20,4,0,0.8333333333333334,5.424516680376588,609.3985348531332,0.060939853485313326,0.34940678041916906,0.0,0.0,0.0,77.04518404001085,113.35011242823052,104.4794579010875,10000.0,10609.398534853133,66.93555,balanced,1.5,3.0,
DOT-USD,1h,10000,58,36,22,0,0.6206896551724138,1.8502733753668974,652.6966592409117,0.06526966592409117,0.276760618945613,0.01014402616540651,0.01000000000000008,103.87081947027764,33.0370652164755,115.82552377305836,102.43495787611465,10000.0,10652.696659240912,72.089267,balanced,1.5,3.0,
ATOM-USD,1h,10000,33,27,6,0,0.8181818181818182,4.0615660036676084,637.7742222381803,0.06377742222381803,0.29785419166898,0.00990279980298039,0.01990000000000001,202.18529798132477,56.881089386578836,92.22909978099206,102.18495738828074,10000.0,10637.77422223818,72.500082,balanced,1.5,3.0,
AVAX-USD,1h,10000,40,17,23,0,0.425,0.9218412514329716,-394.84222184945247,-0.039484222184945246,-0.20828856499021586,-0.006803905044925351,0.04453285301881452,447.68161930880524,-4.183890534877399,116.11008009881816,93.09682535108716,10000.0,9605.157778150548,99.432511,balanced,1.5,3.0,
ETH-USD,1h,10000,40,24,16,0,0.6,1.4128897649881693,-10.767319957680229,-0.001076731995768023,-0.001850285834931112,-7.27638070774527e-05,0.042499526280792926,443.3811454540464,15.461562100784185,88.18125601294126,93.61797876745143,10000.0,9989.23268004232,102.902946,balanced,1.5,3.0,
BTC-USD,1h,10000,80,36,44,0,0.45,0.6560307446048886,-308.09987147269203,-0.030809987147269204,-0.16909265433174617,-0.009140455119885451,0.03676161180979541,369.8875320922871,-9.02022263502813,38.23044116713926,47.67985665498327,10000.0,9691.900128527308,208.494274,balanced,1.5,3.0,
