id,position_id,symbol,timeframe,direction,entry_price,entry_time,initial_size,initial_stop_loss,final_stop_loss,take_profits,exit_price,exit_time,exit_reason,realized_pnl,realized_pnl_pct,risk_amount,risk_pct,regime,confluence_score,metadata,created_at
1,5ef0acca,BTC-USD,1h,BUY,68302.8984375,2026-02-21T16:00:00+00:00,0.14640667129449003,67857.3446833041,67857.3446833041,"[68748.4521916959, 69194.00594589183, 69639.55970008773]",67857.3446833041,2026-02-22T00:00:00+00:00,stop_loss,-65.23204203458596,-0.006523204203458596,100.0,0.01,CHOP,0.6549692136929768,"{""regime"": ""CHOP"", ""confluence_score"": 0.6549692136929768, ""opened_bar_index"": 190}",2026-09-11T12:42:00.490580+00:00
2,b9c4518e,BTC-USD,1h,BUY,68271.6015625,2026-03-03T22:00:00+00:00,0.10205731936771817,67298.15173846828,70706.44299226505,"[69245.05138653172, 70218.50121056344, 71191.95103459516]",71191.95103459516,2026-03-04T09:00:00+00:00,take_profit,168.8910552854121,0.02423942990906633,99.34767957965414,0.01,CHOP,0.6671668436263,"{""regime"": ""CHOP"", ""confluence_score"": 0.6671668436263, ""opened_bar_index"": 436}",2026-09-11T12:42:04.647126+00:00
3,cb64f3fa,BTC-USD,1h,BUY,68341.328125,2026-03-06T14:00:00+00:00,0.11740971518813047,67480.78102316424,67480.78102316424,"[69201.87522683576, 70062.42232867153, 70922.96943050729]",67480.78102316424,2026-03-07T19:00:00+00:00,stop_loss,-101.03659013250814,-0.012591899008192766,101.03659013250827,0.01,CHOP,0.7008516839009699,"{""regime"": ""CHOP"", ""confluence_score"": 0.7008516839009699, ""opened_bar_index"": 500}",2026-09-11T12:42:05.576352+00:00
4,91217ba8,BTC-USD,1h,BUY,68344.578125,2026-03-09T18:00:00+00:00,0.11593937584015608,67481.83219846433,68412.92270312499,"[69207.32405153567, 70070.06997807135, 70932.81590460702]",68412.92270312499,2026-03-09T23:00:00+00:00,stop_loss,53.97502598052666,0.006811736425951228,100.02622423118319,0.01,CHOP,0.6588397532619833,"{""regime"": ""CHOP"", ""confluence_score"": 0.6588397532619833, ""opened_bar_index"": 576}",2026-09-11T12:42:06.560956+00:00
5,64653386,BTC-USD,1h,BUY,68399.7578125,2026-04-01T05:00:00+00:00,0.137202159454918,67666.78119689482,68468.1575703125,"[69132.73442810518, 69865.71104371037, 70598.68765931555]",68468.1575703125,2026-04-01T08:00:00+00:00,stop_loss,54.97528448452791,0.005858035167422951,100.56597449098845,0.01,CHOP,0.652555196708506,"{""regime"": ""CHOP"", ""confluence_score"": 0.652555196708506, ""opened_bar_index"": 1115}",2026-09-11T12:42:17.449809+00:00
6,09555804,BTC-USD,1h,SELL,66555.1875,2026-04-03T05:00:00+00:00,0.1519276425084577,67055.31283355509,67055.31283355509,"[66055.06216644491, 65554.93683288983, 65054.81149933474]",67055.31283355509,2026-04-03T07:00:00+00:00,stop_loss,-75.98286288578032,-0.0075144455652699695,101.11572733583372,0.01,CHOP,0.7111814392083484,"{""regime"": ""CHOP"", ""confluence_score"": 0.7111814392083484, ""opened_bar_index"": 1163}",2026-09-11T12:42:18.563316+00:00
7,52bf3032,BTC-USD,1h,BUY,68325.484375,2026-04-05T22:00:00+00:00,0.14687916174319243,67930.40207125452,69381.29130112137,"[68720.56667874548, 69115.64898249098, 69510.73128623646]",69510.73128623646,2026-04-06T09:00:00+00:00,take_profit,98.64990790930105,0.009830005926940466,100.35589870697594,0.01,CHOP,0.6610167535115896,"{""regime"": ""CHOP"", ""confluence_score"": 0.6610167535115896, ""opened_bar_index"": 1228}",2026-09-11T12:42:20.326636+00:00
8,1f9e7ca7,BTC-USD,1h,SELL,68141.9921875,2026-04-07T15:00:00+00:00,0.14872238766840637,68723.93181433821,68723.93181433821,"[67560.05256066179, 66978.11293382359, 66396.17330698538]",68723.93181433821,2026-04-07T17:00:00+00:00,stop_loss,-86.54745078224023,-0.00854010292562246,101.34239778606894,0.01,CHOP,0.6552307023883572,"{""regime"": ""CHOP"", ""confluence_score"": 0.6552307023883572, ""opened_bar_index"": 1269}",2026-09-11T12:42:21.272063+00:00
9,8b647fc6,BTC-USD,1h,BUY,77889.9921875,2026-05-21T00:00:00+00:00,0.1289985021905951,77342.83458130578,77342.83458130578,"[78437.14979369422, 78984.30739988842, 79531.46500608264]",77342.83458130578,2026-05-21T10:00:00+00:00,stop_loss,-70.58251166124558,-0.007024748505264675,100.47692327824655,0.01,CHOP,0.6608688442074897,"{""regime"": ""CHOP"", ""confluence_score"": 0.6608688442074897, ""opened_bar_index"": 2297}",2026-09-11T12:42:44.481539+00:00
10,7ec1b71b,BTC-USD,1h,BUY,63950.9296875,2026-07-18T07:00:00+00:00,0.15601195893346892,63618.72452767536,64473.839119407734,"[64283.13484732464, 64615.34000714927, 64947.54516697391]",64473.839119407734,2026-07-19T09:00:00+00:00,stop_loss,73.32680049059526,0.007349503196988193,99.77109816163409,0.01,CHOP,0.6619191062229393,"{""regime"": ""CHOP"", ""confluence_score"": 0.6619191062229393, ""opened_bar_index"": 3675}",2026-09-11T12:43:19.145075+00:00
