id,position_id,symbol,timeframe,direction,entry_price,entry_time,initial_size,initial_stop_loss,final_stop_loss,take_profits,exit_price,exit_time,exit_reason,realized_pnl,realized_pnl_pct,risk_amount,risk_pct,regime,confluence_score,metadata,created_at
1,e007ea17,BTC-USD,1h,BUY,68698.0078125,2026-02-13T20:00:00+00:00,0.05158683996909364,67341.07259332515,68766.70582031249,"[70054.94303167485, 71411.8782508497, 72768.81347002456]",68766.70582031249,2026-02-15T17:00:00+00:00,stop_loss,36.77195656760919,0.010376088567796402,70.0,0.007,CHOP,0.7141931336599091,"{""regime"": ""CHOP"", ""confluence_score"": 0.7141931336599091, ""opened_bar_index"": 1}",2026-09-11T13:29:47.710253+00:00
2,8be6d5cd,BTC-USD,1h,BUY,68302.8984375,2026-02-21T16:00:00+00:00,0.07347251863514748,67560.30884717348,67560.30884717348,"[69045.48802782652, 69788.07761815305, 70530.66720847957]",67560.30884717348,2026-02-22T14:00:00+00:00,stop_loss,-54.559927513531704,-0.01087200700576447,70.25740369597327,0.007,CHOP,0.6549692136929768,"{""regime"": ""CHOP"", ""confluence_score"": 0.6549692136929768, ""opened_bar_index"": 189}",2026-09-11T13:29:49.408524+00:00
3,a36ed269,BTC-USD,1h,BUY,66903.65625,2026-02-28T20:00:00+00:00,0.0426672100986578,65265.97044767526,65265.97044767526,"[68541.34205232473, 70179.02785464948, 71816.71365697421]",65265.97044767526,2026-03-01T20:00:00+00:00,stop_loss,-69.87548420337868,-0.024478270607590905,69.87548420337853,0.007,CHOP,0.7296085545174906,"{""regime"": ""CHOP"", ""confluence_score"": 0.7296085545174906, ""opened_bar_index"": 361}",2026-09-11T13:29:51.230761+00:00
4,2a126377,BTC-USD,1h,BUY,66860.3671875,2026-03-02T03:00:00+00:00,0.041396605977887795,65184.2308431094,66927.22755468749,"[68536.5035318906, 70212.6398762812, 71888.7762206718]",66927.22755468749,2026-03-03T09:00:00+00:00,stop_loss,36.07707404497614,0.013034603195418541,69.38635581395488,0.007,CHOP,0.7627452791094511,"{""regime"": ""CHOP"", ""confluence_score"": 0.7627452791094511, ""opened_bar_index"": 392}",2026-09-11T13:29:51.361555+00:00
5,a0a0787e,BTC-USD,1h,SELL,66648.625,2026-03-03T09:00:00+00:00,0.04467164179075486,68207.53111002083,68207.53111002083,"[65089.718889979165, 63530.81277995834, 61971.9066699375]",68207.53111002083,2026-03-03T16:00:00+00:00,stop_loss,-69.63889533226981,-0.0233899215478314,69.63889533226971,0.007,CHOP,0.6624076020838396,"{""regime"": ""CHOP"", ""confluence_score"": 0.6624076020838396, ""opened_bar_index"": 422}",2026-09-11T13:29:51.412389+00:00
6,5e1b3355,BTC-USD,1h,BUY,68271.6015625,2026-03-03T22:00:00+00:00,0.04262248840636123,66649.1851891138,70706.44299226505,"[69894.0179358862, 71516.4343092724, 73138.8506826586]",70706.44299226505,2026-03-04T12:00:00+00:00,stop_loss,96.82236549373593,0.03327337054775609,69.15142306494383,0.007,CHOP,0.6671668436263,"{""regime"": ""CHOP"", ""confluence_score"": 0.6671668436263, ""opened_bar_index"": 435}",2026-09-11T13:29:51.520645+00:00
7,f2778f58,BTC-USD,1h,BUY,68341.328125,2026-03-06T14:00:00+00:00,0.04868705929595485,66907.08295527373,66907.08295527373,"[69775.57329472627, 71209.81846445255, 72644.06363417882]",66907.08295527373,2026-03-08T02:00:00+00:00,stop_loss,-69.82917962339988,-0.02098649834698794,69.82917962339998,0.007,CHOP,0.7040916839009699,"{""regime"": ""CHOP"", ""confluence_score"": 0.7040916839009699, ""opened_bar_index"": 499}",2026-09-11T13:29:52.160535+00:00
8,8c95b2fa,BTC-USD,1h,BUY,68972.671875,2026-03-09T16:00:00+00:00,0.048241226733854316,67535.304294184,69041.64454687499,"[70410.039455816, 71847.407036632, 73284.77461744798]",69041.64454687499,2026-03-11T12:00:00+00:00,stop_loss,36.33385083419878,0.010919833984545,69.34037536603617,0.007,CHOP,0.6937729465788725,"{""regime"": ""CHOP"", ""confluence_score"": 0.6937729465788725, ""opened_bar_index"": 573}",2026-09-11T13:29:52.695462+00:00
9,817abbd4,BTC-USD,1h,SELL,71331.5,2026-03-24T07:00:00+00:00,0.05466585438906971,72604.59292244028,71260.1685,"[70058.40707755972, 68785.31415511944, 67512.22123267916]",71260.1685,2026-03-25T05:00:00+00:00,stop_loss,36.74705485711472,0.009423777871208927,69.59471232187556,0.007,CHOP,0.6653820884303734,"{""regime"": ""CHOP"", ""confluence_score"": 0.6653820884303734, ""opened_bar_index"": 924}",2026-09-11T13:29:56.988908+00:00
10,e43c2e87,BTC-USD,1h,SELL,70781.0078125,2026-03-25T19:00:00+00:00,0.0602203286254053,71940.94737610455,68873.57881758483,"[69621.06824889545, 68461.1286852909, 67301.18912168634]",68873.57881758483,2026-03-26T20:00:00+00:00,stop_loss,99.8103360571465,0.02341615879980928,69.85194170587536,0.007,CHOP,0.6535674058733396,"{""regime"": ""CHOP"", ""confluence_score"": 0.6535674058733396, ""opened_bar_index"": 960}",2026-09-11T13:29:57.259583+00:00
