symbol,timeframe,bars,trades,wins,losses,breakeven,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,sortino,max_dd_pct,max_dd_dollar,expectancy,avg_win,avg_loss,starting_equity,final_equity,duration_sec,gate_mode,atr_multiplier,rr_ratio,filter_chop,long_only,error
BTC-USD,2h,8416,26,10,16,0,0.38461538461538464,1.9104219614077294,607.4481327625399,0.06074481327625399,0.145497362523525,0.011820099517749452,0.03840625677002622,387.71231428111787,55.01040112402571,300.12677138388597,98.18733028838695,10000.0,10607.44813276254,37.666115,aggressive,2.0,3.0,True,False,
ETH-USD,1h,10000,49,33,16,0,0.673469387755102,2.9528709072121475,768.90625,0.076890625,0.27499579691197484,0.0,0.0,0.0,59.697576204721756,134.03239073668453,93.61797876745143,10000.0,10768.90625,42.861973,aggressive,3.0,2.5,True,False,
ADA-USD,1h,10000,45,26,19,0,0.5777777777777777,1.928898107092854,-8.66078823812677,-0.000866078823812677,-6.58281272066066e-16,-2.7540635528953768e-17,0.04900995010000017,514.9107882381268,40.513378938797395,145.60585571402348,103.29737875361721,10000.0,9991.339211761873,45.195082,aggressive,3.0,2.5,True,False,
DOT-USD,1h,10000,103,54,49,0,0.5242718446601942,1.2974985332304843,-141.83996684407612,-0.014183996684407611,-0.04381419342858995,-0.0020885325737333184,0.0524644335682503,545.8399668440761,14.472134776925756,120.392133286052,102.25602684537664,10000.0,9858.160033155924,19.115047,aggressive,4.0,2.0,False,False,
ATOM-USD,1h,10000,66,45,21,0,0.6818181818181818,3.208149381776289,791.4249522628306,0.07914249522628307,0.23244294188826817,0.013664376235460553,0.019899999999999987,206.9779021991999,64.41440615978163,137.25891488134175,91.68096967213286,10000.0,10791.42495226283,44.099099,aggressive,3.0,2.0,True,False,
