bar,equity
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10000.0
17,10000.0
18,10000.0
19,10000.0
20,10000.0
21,10000.0
22,10000.0
23,10000.0
24,10000.0
25,10000.0
26,10000.0
27,10000.0
28,10000.0
29,10000.0
30,10000.0
31,10000.0
32,10000.0
33,10000.0
34,10000.0
35,10000.0
36,10000.0
37,10000.0
38,10000.0
39,10000.0
40,10000.0
41,10000.0
42,10000.0
43,10000.0
44,10000.0
45,10000.0
46,10000.0
47,10000.0
48,10000.0
49,10000.0
50,10000.0
51,10000.0
52,10000.0
53,10000.0
54,10000.0
55,10000.0
56,10000.0
57,10000.0
58,10000.0
59,10000.0
60,10000.0
61,10000.0
62,10000.0
63,10000.0
64,10000.0
65,10000.0
66,10000.0
67,10000.0
68,10000.0
69,10000.0
70,10000.0
71,10000.0
72,10000.0
73,10000.0
74,10000.0
75,10000.0
76,10000.0
77,10000.0
78,10000.0
79,10000.0
80,10000.0
81,10000.0
82,10000.0
83,10000.0
84,10000.0
85,10000.0
86,10000.0
87,10000.0
88,10000.0
89,10000.0
90,10000.0
91,10000.0
92,10000.0
93,10000.0
94,10000.0
95,10000.0
96,10000.0
97,10000.0
98,10000.0
99,10000.0
100,10000.0
101,10000.0
102,10000.0
103,10000.0
104,10000.0
105,10000.0
106,10000.0
107,10000.0
108,10000.0
109,10000.0
110,10052.961329650827
111,10052.961329650827
112,10052.961329650827
113,10052.961329650827
114,10052.961329650827
115,10052.961329650827
116,10052.961329650827
117,10052.961329650827
118,10052.961329650827
119,10052.961329650827
120,10052.961329650827
121,10052.961329650827
122,10052.961329650827
123,10052.961329650827
124,10052.961329650827
125,10052.961329650827
126,10052.961329650827
127,10052.961329650827
128,10052.961329650827
129,10052.961329650827
130,10052.961329650827
131,10052.961329650827
132,10052.961329650827
133,10052.961329650827
134,10052.961329650827
135,10052.961329650827
136,10052.961329650827
137,10052.961329650827
138,10052.961329650827
139,10052.961329650827
140,10052.961329650827
141,10052.961329650827
142,10052.961329650827
143,10052.961329650827
144,10052.961329650827
145,10052.961329650827
146,10052.961329650827
147,10052.961329650827
148,10052.961329650827
149,10052.961329650827
150,10052.961329650827
151,10052.961329650827
152,10052.961329650827
153,10052.961329650827
154,10052.961329650827
155,10052.961329650827
156,10052.961329650827
157,10052.961329650827
158,10052.961329650827
159,10052.961329650827
160,10052.961329650827
161,10052.961329650827
162,10052.961329650827
163,10052.961329650827
164,10052.961329650827
165,10052.961329650827
166,10052.961329650827
167,10052.961329650827
168,10052.961329650827
169,10052.961329650827
170,10052.961329650827
171,10052.961329650827
172,10052.961329650827
173,10052.961329650827
174,10052.961329650827
175,10052.961329650827
176,10052.961329650827
177,10052.961329650827
178,10052.961329650827
179,10052.961329650827
180,10052.961329650827
181,10052.961329650827
182,10052.961329650827
183,10052.961329650827
184,10052.961329650827
185,10052.961329650827
186,10052.961329650827
187,10052.961329650827
188,10052.961329650827
189,10052.961329650827
190,10052.961329650827
191,10052.961329650827
192,10052.961329650827
193,10052.961329650827
194,10052.961329650827
195,10052.961329650827
196,10052.961329650827
197,10052.961329650827
198,10052.961329650827
199,10052.961329650827
200,10052.961329650827
201,10052.961329650827
202,10052.961329650827
203,10052.961329650827
204,10052.961329650827
205,10052.961329650827
206,10052.961329650827
207,10052.961329650827
208,10052.961329650827
209,10052.961329650827
210,10052.961329650827
211,10052.961329650827
212,10052.961329650827
213,10052.961329650827
214,10052.961329650827
215,10052.961329650827
216,10052.961329650827
217,10052.961329650827
218,10052.961329650827
219,10052.961329650827
220,10052.961329650827
221,10052.961329650827
222,10052.961329650827
223,10052.961329650827
224,10052.961329650827
225,10052.961329650827
226,10052.961329650827
227,10052.961329650827
228,10052.961329650827
229,10052.961329650827
230,10052.961329650827
231,10052.961329650827
232,10052.961329650827
233,10052.961329650827
234,10052.961329650827
235,10052.961329650827
236,10052.961329650827
237,10052.961329650827
238,10052.961329650827
239,10052.961329650827
240,10052.961329650827
241,10052.961329650827
242,10052.961329650827
243,10052.961329650827
244,10052.961329650827
245,10052.961329650827
246,10052.961329650827
247,10052.961329650827
248,10052.961329650827
