symbol,w_trend,w_elliott,w_volatility,w_volume,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,error
BTC-USD,0.0,0.6,0.2,0.2,57,18,39,0.3157894736842105,0.9480373809753699,-239.27665240184615,-0.023927665240184616,-0.02241591928902269,0.14727382097402955,
BTC-USD,0.0,0.5,0.3,0.2,48,21,27,0.4375,1.533837941926872,1723.092488355007,0.1723092488355007,0.2294528990260448,0.08611215086647091,
BTC-USD,0.0,0.7,0.0,0.3,145,56,89,0.38620689655172413,1.4795788659686184,5395.686672051741,0.539568667205174,0.3522318687232891,0.10182015809304248,
BTC-USD,0.0,0.7,0.1,0.2,144,55,89,0.3819444444444444,1.4490401563247275,5084.261287017269,0.5084261287017269,0.338198478308008,0.10182015809304248,
BTC-USD,0.0,0.7,0.2,0.1,144,55,89,0.3819444444444444,1.4555466031516398,5008.161225956288,0.5008161225956288,0.33412081539991084,0.11202700704681531,
BTC-USD,0.0,0.6,0.0,0.4,80,32,48,0.4,1.453051426873687,2641.8291532451312,0.2641829153245131,0.25866308985911624,0.08384386939600758,
BTC-USD,0.0,0.5,0.4,0.1,33,13,20,0.3939393939393939,1.1984429768548943,466.9711657455882,0.04669711657455882,0.08946413373437191,0.07073718932889422,
BTC-USD,0.0,0.6,0.3,0.1,69,26,43,0.37681159420289856,1.2470248964032795,1206.282865960222,0.12062828659602219,0.1465591570956119,0.13346271280967464,
BTC-USD,0.0,0.7,0.3,0.0,147,52,95,0.35374149659863946,1.265701624614896,3108.622818545602,0.3108622818545602,0.2313883975144068,0.07846970954906025,
BTC-USD,0.0,0.5,0.5,0.0,34,11,23,0.3235294117647059,0.9063921276587941,-235.9106785845688,-0.023591067858456882,-0.035814022628951316,0.07299095783982981,
BTC-USD,0.0,0.6,0.4,0.0,37,12,25,0.32432432432432434,0.8423786435366415,-424.70132783702684,-0.04247013278370269,-0.07055278337346499,0.08122866669127501,
BTC-USD,0.0,0.8,0.0,0.2,162,60,102,0.37037037037037035,1.4017800759664802,5237.770134236629,0.5237770134236629,0.3304734011875447,0.10024314520686439,
BTC-USD,0.0,0.9,0.0,0.1,34,8,26,0.23529411764705882,0.6261485640932778,-1020.6930036288359,-0.10206930036288359,-0.19763753325522454,0.10206930036288359,
BTC-USD,0.0,0.9,0.1,0.0,34,8,26,0.23529411764705882,0.6261485640932778,-1020.6930036288359,-0.10206930036288359,-0.19763753325522454,0.10206930036288359,
BTC-USD,0.0,0.8,0.1,0.1,162,60,102,0.37037037037037035,1.4017800759664802,5237.770134236629,0.5237770134236629,0.3304734011875447,0.10024314520686439,
BTC-USD,0.0,1.0,0.0,0.0,34,8,26,0.23529411764705882,0.6261485640932778,-1020.6930036288359,-0.10206930036288359,-0.19763753325522454,0.10206930036288359,
BTC-USD,0.0,0.8,0.2,0.0,175,64,111,0.3657142857142857,1.3630223607581193,5172.574427836313,0.5172574427836313,0.31771018978421134,0.10024314520686439,
