symbol,atr_mult,rr_ratio,gate_mode,commission_pct,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,error
ATOM-USD,2.5,2.5,conservative,0.001,10,4,6,0.4,1.4641177535876497,300.64176686676,0.030064176686676002,0.07019923246480095,0.051656567981131676,
ATOM-USD,3.0,2.5,balanced,0.001,37,11,26,0.2972972972972973,0.5866579078110575,-1058.3759323560662,-0.10583759323560663,-0.1716824631194918,0.1300456112042327,
ATOM-USD,2.5,3.0,conservative,0.001,10,3,7,0.3,0.9760487968042237,-17.504096109196325,-0.0017504096109196325,-0.0011138863257246201,0.05165656798113155,
ATOM-USD,2.5,3.5,conservative,0.001,10,3,7,0.3,1.0422948175101034,30.93140146188125,0.0030931401461881253,0.010189843174194576,0.05165656798113155,
ATOM-USD,3.0,3.5,aggressive,0.001,49,16,33,0.32653061224489793,1.1012744606145344,367.82056079436006,0.03678205607943601,0.042907645278391186,0.12267253916392827,
ATOM-USD,3.0,3.0,balanced,0.001,47,14,33,0.2978723404255319,0.6829103302542973,-1051.8785754432483,-0.10518785754432483,-0.13415062149464,0.1549363665445884,
ATOM-USD,3.0,2.0,conservative,0.001,10,4,6,0.4,1.2279530163708583,145.36025797663024,0.014536025797663023,0.04039052285931763,0.051215165097452754,
ATOM-USD,3.0,3.5,balanced,0.001,44,14,30,0.3181818181818182,0.6654591729855145,-1009.8634593166316,-0.10098634593166317,-0.13408866574083428,0.1526846227060003,
ATOM-USD,3.5,2.0,aggressive,0.001,61,21,40,0.3442622950819672,0.8707464524829515,-510.86643338341673,-0.051086643338341675,-0.05668010670510085,0.12049757452614594,
ATOM-USD,3.5,2.5,aggressive,0.001,55,18,37,0.32727272727272727,0.919003454944332,-310.5423264728561,-0.031054232647285608,-0.028893689264024768,0.11897646428853458,
ATOM-USD,3.0,2.5,conservative,0.001,10,3,7,0.3,0.8203315038909259,-129.73572594890356,-0.012973572594890357,-0.0325305530787968,0.05121516509745302,
ATOM-USD,3.5,3.0,aggressive,0.001,47,15,32,0.3191489361702128,0.904684920552469,-306.20619931100737,-0.030620619931100736,-0.030349857599402265,0.12266117540843459,
ATOM-USD,3.0,3.0,conservative,0.001,10,3,7,0.3,0.8870507039543121,-81.61524591134003,-0.008161524591134003,-0.017891788163701634,0.05121516509745302,
ATOM-USD,3.5,2.0,balanced,0.001,56,19,37,0.3392857142857143,0.718304210243802,-1015.133209370666,-0.1015133209370666,-0.13573443040315253,0.1477331966243944,
ATOM-USD,3.5,2.5,balanced,0.001,37,11,26,0.2972972972972973,0.5785173861258729,-1070.157945911982,-0.10701579459119821,-0.17507812543118995,0.14018487793237563,
ATOM-USD,3.5,3.5,aggressive,0.001,47,14,33,0.2978723404255319,1.0149570414785751,48.80040805096178,0.004880040805096178,0.012022030737780413,0.11511350953718459,
ATOM-USD,3.0,3.5,conservative,0.001,9,2,7,0.2222222222222222,0.4900640919313672,-367.688588824416,-0.0367688588824416,-0.11823993713340701,0.05121516509745302,
ATOM-USD,3.5,3.0,balanced,0.001,42,14,28,0.3333333333333333,0.6214677671109193,-1039.0639003262477,-0.10390639003262477,-0.15592264352610208,0.1423173888601741,
ATOM-USD,4.0,2.0,aggressive,0.001,115,41,74,0.3565217391304348,0.8596647872609996,-1024.1558415416985,-0.10241558415416985,-0.08662616204730865,0.16603939879256802,
ATOM-USD,3.5,2.0,conservative,0.001,9,3,6,0.3333333333333333,0.8558810371823141,-88.93497270163425,-0.008893497270163425,-0.024432094106951237,0.040942589198232626,
ATOM-USD,3.5,3.5,balanced,0.001,42,14,28,0.3333333333333333,0.6375712183923804,-1012.1691040507721,-0.10121691040507722,-0.14484978815393848,0.1473342420600581,
ATOM-USD,3.5,2.5,conservative,0.001,9,3,6,0.3333333333333333,0.8831406273545513,-72.13352565097375,-0.007213352565097375,-0.018590835561538715,0.040942589198232626,
ATOM-USD,4.0,2.0,balanced,0.001,35,11,24,0.3142857142857143,0.5280292465379512,-1057.5472738507597,-0.10575472738507596,-0.20112162794262411,0.11742421826425248,
ATOM-USD,3.5,3.0,conservative,0.001,8,2,6,0.25,0.4937851901548054,-311.84161783601667,-0.031184161783601668,-0.11230018358164509,0.040942589198232626,
ATOM-USD,4.0,2.5,balanced,0.001,35,11,24,0.3142857142857143,0.548818522168216,-1021.5162784305558,-0.10215162784305558,-0.1825405772180916,0.1317655603940157,
ATOM-USD,4.0,2.5,aggressive,0.001,176,70,106,0.3977272727272727,1.0317143454382278,348.8346390689767,0.03488346390689767,0.03346143232938997,0.13998511954721118,
ATOM-USD,4.0,3.0,balanced,0.001,41,14,27,0.34146341463414637,0.6023916056731556,-1015.9930808549125,-0.10159930808549125,-0.1635149903667147,0.14005251755966616,
ATOM-USD,4.0,3.0,aggressive,0.001,161,63,98,0.391304347826087,1.0785047526027869,812.4654208009106,0.08124654208009106,0.06127843701409013,0.12561455106187355,
ATOM-USD,3.5,3.5,conservative,0.001,8,2,6,0.25,0.4937851901548054,-311.84161783601667,-0.031184161783601668,-0.11230018358164509,0.040942589198232626,
ATOM-USD,4.0,3.5,aggressive,0.001,156,63,93,0.40384615384615385,1.1571562634515344,1640.7079248748269,0.1640707924874827,0.10422332096889908,0.09893064943139866,
ATOM-USD,4.0,2.0,conservative,0.001,9,3,6,0.3333333333333333,0.7467069555763898,-155.27538376220582,-0.015527538376220581,-0.0485919319173033,0.04075277672065029,
ATOM-USD,4.0,3.5,balanced,0.001,43,14,29,0.32558139534883723,0.6269270505952393,-1009.5526440301,-0.10095526440301,-0.14868757870138988,0.14772593794836641,
ATOM-USD,4.0,2.5,conservative,0.001,8,2,6,0.25,0.43445929493499647,-346.1882516235437,-0.03461882516235437,-0.13254432678645336,0.04075277672065029,
ATOM-USD,4.0,3.0,conservative,0.001,8,2,6,0.25,0.43445929493499647,-346.1882516235437,-0.03461882516235437,-0.13254432678645336,0.04075277672065029,
ATOM-USD,4.0,3.5,conservative,0.001,8,2,6,0.25,0.43445929493499647,-346.1882516235437,-0.03461882516235437,-0.13254432678645336,0.04075277672065029,
