fold,start_date,end_date,bars,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,buy_trades,buy_pnl,sell_trades,sell_pnl,error
0,2025-04-23 04:00:00+00:00,2025-08-26 02:00:00+00:00,1500,24,7,17,0.2916666666666667,1.1347943379405683,220.221510503834,0.0220221510503834,0.12340285775555203,0.05227428701113291,22,416.5417634604447,2,-196.3202529566122,
1,2025-08-26 04:00:00+00:00,2026-01-04 10:00:00+00:00,1500,35,9,26,0.2571428571428571,0.8787730849237019,-320.35957795242393,-0.0320359577952424,-0.12089235141233465,0.08062323497745656,8,352.18939086569833,27,-672.5489688181207,
2,2026-01-04 12:00:00+00:00,2026-05-09 22:00:00+00:00,1500,35,12,23,0.34285714285714286,1.4892241880160975,1177.7007861545026,0.11777007861545026,0.4365633667857422,0.0495729647392421,21,265.5351191194384,14,912.1656670350632,
3,2026-05-10 00:00:00+00:00,2026-09-12 18:00:00+00:00,1500,23,10,13,0.43478260869565216,1.7948162761056634,1119.7536284466896,0.11197536284466897,0.5071732591069249,0.05051287962277744,10,607.6480220940457,13,512.1056063526478,
