fold,segment,filter_mode,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,skipped_chop,error
0,test,baseline,24,8,16,0.3333333333333333,0.8411315119354421,-248.50687095589456,-0.024850687095589456,-0.12404755747496446,0.057467335352328536,0,
0,test,chop_off,16,4,12,0.25,0.6407165923883248,-434.8913561191457,-0.04348913561191457,-0.27560970154061915,0.08648275251635902,1217,
1,test,baseline,33,14,19,0.42424242424242425,1.5146765143688805,1044.2704182555099,0.10442704182555099,0.4044615330114745,0.04900995009999998,0,
1,test,chop_off,26,12,14,0.46153846153846156,1.962653174601753,1494.867607008695,0.1494867607008695,0.5585836446690085,0.03940399000000013,1123,
2,test,baseline,23,8,15,0.34782608695652173,0.8849634035274456,-166.61397815923192,-0.01666139781592319,-0.0794314652551458,0.04900995010000002,0,
2,test,chop_off,14,8,6,0.5714285714285714,3.142106613497713,1439.4266816400977,0.14394266816400977,0.6591331557293516,0.01989999999999992,1127,
3,test,baseline,20,7,13,0.35,1.0135352529663268,16.192986104115334,0.0016192986104115335,0.020152090221651424,0.04976530657371684,0,
3,test,chop_off,11,5,6,0.45454545454545453,1.883320828636501,550.4013402104065,0.055040134021040646,0.3396890542341349,0.019900000000000168,1439,
