fold,segment,start_date,end_date,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,error
1,test,2025-10-06 14:00:00+00:00,2026-01-04 08:00:00+00:00,24,8,16,0.3333333333333333,0.8411315119354421,-248.50687095589456,-0.024850687095589456,-0.12404755747496446,0.057467335352328536,
1,train,2025-07-15 06:00:00+00:00,2025-10-06 13:00:00+00:00,25,10,15,0.4,1.2306733817516111,315.344799055174,0.0315344799055174,0.16592147854696876,0.053353038959241,
2,test,2026-01-04 09:00:00+00:00,2026-03-28 16:00:00+00:00,33,14,19,0.42424242424242425,1.5146765143688805,1044.2704182555099,0.10442704182555099,0.4044615330114745,0.04900995009999998,
2,train,2025-07-15 06:00:00+00:00,2026-01-04 08:00:00+00:00,49,18,31,0.3673469387755102,1.019795012013263,59.00139317074536,0.005900139317074536,0.027278338816713557,0.057467335352328244,
3,test,2026-03-28 17:00:00+00:00,2026-06-20 13:00:00+00:00,23,8,15,0.34782608695652173,0.8849634035274456,-166.61397815923192,-0.01666139781592319,-0.0794314652551458,0.04900995010000002,
3,train,2025-07-15 06:00:00+00:00,2026-03-28 16:00:00+00:00,82,32,50,0.3902439024390244,1.2228470947145516,1119.4535261339606,0.11194535261339607,0.17658194139871997,0.057467335352328244,
4,test,2026-06-20 14:00:00+00:00,2026-09-12 18:00:00+00:00,20,7,13,0.35,1.0135352529663268,16.192986104115334,0.0016192986104115335,0.020152090221651424,0.04976530657371684,
4,train,2025-10-06 14:00:00+00:00,2026-06-20 13:00:00+00:00,81,31,50,0.38271604938271603,1.1681137156715486,864.9228920121968,0.08649228920121968,0.14179971614357387,0.0643071736944698,
