position_id,symbol,direction,regime,score,entry_price,exit_price,exit_reason,pnl,indicators_dir,indicators_conf,harmonic_dir,harmonic_conf,harmonic_pattern,sr_dir,sr_conf,elliott_dir,elliott_conf
e7296853,DOT-USD,BUY,BULL,0.6664774100407047,4.105621814727783,4.056293286458259,stop_loss,-100.3337102291739,BUY,0.69,,,,BUY,0.94,BUY,0.84
1c94f096,DOT-USD,BUY,BULL,0.7480269738801487,4.091482639312744,4.294521558392192,take_profit,168.86163431569955,BUY,0.9,,,,BUY,0.99,BUY,0.9
75b6c8ea,DOT-USD,BUY,CHOP,0.660814119774452,4.030678749084473,3.9616306084556663,stop_loss,-101.0189894700387,BUY,0.6,,,,BUY,0.83,BUY,0.9
73f6771f,DOT-USD,BUY,CHOP,0.6850414589229608,3.9841015338897705,4.054144304114035,stop_loss,144.01503889203667,BUY,0.72,,,,BUY,0.9,BUY,0.69
21beabf5,DOT-USD,SELL,CHOP,0.7205433556610987,4.076827526092529,4.116716496116913,stop_loss,-99.26086149658944,BUY,0.9,SELL,0.76,Gartley,SELL,0.95,BUY,0.86
4c0405ed,DOT-USD,BUY,CHOP,0.7389726007368851,4.116342544555664,4.069296250112581,stop_loss,-100.45634134929222,BUY,0.9,SELL,0.56,Gartley,BUY,0.9,BUY,0.86
d8efe14f,DOT-USD,SELL,CHOP,0.7026978960256258,4.0667290687561035,3.9168179038976887,take_profit,169.06802249086024,BUY,0.9,SELL,0.77,Gartley,SELL,0.91,BUY,0.86
a4221ed4,DOT-USD,BUY,CHOP,0.6727063934008563,3.923966646194458,3.8661152534678545,stop_loss,-101.14245816070871,BUY,0.48,,,,BUY,0.95,BUY,0.69
489cd925,DOT-USD,BUY,CHOP,0.6904435135118262,3.938638925552368,4.148972675107387,take_profit,170.22275708447293,BUY,0.6,,,,BUY,0.9,BUY,0.84
5629eece,DOT-USD,SELL,BULL,0.6511145378275003,4.078598499298096,4.124238157112675,stop_loss,-101.83326114994568,SELL,0.72,SELL,0.61,Gartley,SELL,0.89,BUY,0.9
80fab425,DOT-USD,SELL,CHOP,0.6529385459625396,3.9068071842193604,3.767718418042428,stop_loss,147.5448146826088,SELL,0.9,,,,SELL,0.98,BUY,0.72
ed98cb21,DOT-USD,BUY,CHOP,0.6627728528179936,3.8578240871429443,3.861681911230087,stop_loss,54.617144540870214,BUY,0.72,,,,BUY,0.85,BUY,0.72
90bb76bc,DOT-USD,BUY,CHOP,0.7374500114744088,3.9191558361053467,3.8697588451302254,stop_loss,-102.83654813068156,BUY,0.6,,,,BUY,0.97,BUY,0.9
a25c7e94,DOT-USD,BUY,CHOP,0.6728746150907378,3.8564717769622803,3.860328248739242,stop_loss,55.140202177347916,BUY,0.72,,,,BUY,0.86,BUY,0.72
2ad15146,DOT-USD,BUY,CHOP,0.7660278715328694,3.9289560317993164,3.932884987831115,stop_loss,55.345117570014985,BUY,0.9,,,,BUY,0.94,BUY,0.9
4db351c3,DOT-USD,BUY,CHOP,0.7288851114540561,3.9304018020629883,3.934332203865051,stop_loss,55.448960040569865,BUY,0.69,,,,BUY,0.93,BUY,0.9
0d6cfc87,DOT-USD,BUY,CHOP,0.7188066211341322,3.9355103969573975,3.883380083709656,stop_loss,-103.467525447254,BUY,0.69,,,,BUY,0.91,BUY,0.9
7e194eb9,DOT-USD,SELL,CHOP,0.6627055231794446,3.825716257095337,3.7296695944296143,take_profit,145.72579939058082,SELL,0.6,,,,SELL,0.83,SELL,0.9
5d42f0b3,DOT-USD,SELL,CHOP,0.6966187253726336,3.8352768421173096,3.682990023769528,take_profit,176.6131839173689,SELL,0.69,,,,SELL,0.87,SELL,0.9
2287f8c3,DOT-USD,SELL,CHOP,0.6565915022934489,3.790968894958496,3.7871779260635376,stop_loss,46.050708451576256,SELL,0.9,,,,SELL,0.73,SELL,0.9
c573d981,ATOM-USD,BUY,BULL,0.6903563260415566,4.6252360343933105,4.629861270427703,stop_loss,52.91775199794161,BUY,0.9,,,,BUY,0.85,BUY,0.9
0052ab8b,ATOM-USD,BUY,BULL,0.6917378765510762,4.6551055908203125,4.832807022060253,take_profit,170.89960178396473,BUY,0.9,,,,BUY,0.85,BUY,0.9
0afe5a5f,ATOM-USD,BUY,BULL,0.6841604609500926,4.7472381591796875,4.679570936660974,stop_loss,-102.238173537819,BUY,0.9,,,,BUY,0.83,BUY,0.9
b353fe7b,ATOM-USD,BUY,BULL,0.6738319527946186,4.739041328430176,4.743780369758605,stop_loss,53.831327456888424,BUY,0.69,,,,BUY,0.94,BUY,0.9
4b13e856,ATOM-USD,BUY,BULL,0.6701599005510447,4.783156394958496,4.710988301200756,stop_loss,-101.75410507700975,BUY,0.9,,,,BUY,0.8,BUY,0.9
03653a4e,ATOM-USD,BUY,CHOP,0.72902097580397,4.740403652191162,4.979027561509469,take_profit,171.25215884460738,BUY,0.69,,,,BUY,0.93,BUY,0.9
adc8752e,ATOM-USD,SELL,BEAR,0.6625274185249431,4.559670448303223,4.646786914047145,stop_loss,-102.44908561468554,SELL,0.9,,,,SELL,0.78,SELL,0.9
87a75c74,ATOM-USD,SELL,BEAR,0.6669048493795902,4.691555976867676,4.686864420890808,stop_loss,53.45384250323821,SELL,0.69,,,,SELL,0.92,SELL,0.9
7a029e95,ATOM-USD,BUY,BULL,0.6639593643131355,4.61472749710083,4.699378501042667,stop_loss,142.88484880238775,BUY,0.9,,,,BUY,0.78,BUY,0.9
6416856a,ATOM-USD,BUY,BULL,0.7360171390471877,4.728907585144043,4.733636492729186,stop_loss,54.28693908669348,BUY,0.9,,,,BUY,0.96,BUY,0.9
01b31ad2,ATOM-USD,BUY,BULL,0.7320578063681891,4.7320380210876465,4.736770059108734,stop_loss,53.837579606816895,BUY,0.9,,,,BUY,0.95,BUY,0.9
d86a7e71,ATOM-USD,BUY,BULL,0.6805376262224712,4.732110500335693,4.687060033150332,stop_loss,-99.45641540146656,BUY,0.69,,,,BUY,0.95,BUY,0.9
10d994de,ATOM-USD,BUY,BULL,0.7367595316593183,4.728321075439453,4.679884304811085,stop_loss,-103.47466270451483,BUY,0.9,,,,BUY,0.96,BUY,0.9
491f68ee,ATOM-USD,BUY,BULL,0.737290183618393,4.727901935577393,4.669040521942515,stop_loss,-102.43991607747026,BUY,0.9,,,,BUY,0.97,BUY,0.9
b29eaf90,ATOM-USD,BUY,BULL,0.7225154673796272,4.739599704742432,4.789494921435382,stop_loss,129.64653947471993,BUY,0.9,,,,BUY,0.93,BUY,0.9
e84f79d5,ATOM-USD,BUY,CHOP,0.6542703450062703,4.613793849945068,4.554374469642918,stop_loss,-102.71198231144292,BUY,0.9,,,,BUY,0.72,BUY,0.9
73a32db7,ATOM-USD,SELL,CHOP,0.7249644496875779,4.521430015563965,4.607476538443289,stop_loss,-101.68486248832858,SELL,0.9,,,,SELL,0.87,SELL,0.85
d803ae7b,ATOM-USD,SELL,CHOP,0.6569540353426874,4.589554309844971,4.48221924109748,stop_loss,139.43369037578324,SELL,0.9,,,,SELL,0.74,SELL,0.85
ccb9ccc2,ATOM-USD,SELL,CHOP,0.650721446785073,4.465619087219238,4.531162964454143,stop_loss,-102.06235076720286,SELL,0.69,,,,SELL,0.8,SELL,0.85
7dfb5139,ATOM-USD,BUY,CHOP,0.667711354829568,4.562424182891846,4.492669098275125,stop_loss,-101.0417272595307,BUY,0.9,,,,BUY,0.76,BUY,0.85
5777f12e,ATOM-USD,BUY,CHOP,0.7200708902839054,4.5443315505981445,4.496733208793584,stop_loss,-100.0313099869362,BUY,0.9,,,,BUY,0.86,BUY,0.85
6573fd79,ATOM-USD,BUY,CHOP,0.6981742727431716,4.537094593048096,4.700526907329775,take_profit,168.35269470801256,BUY,0.69,,,,BUY,0.89,BUY,0.85
72ab46e5,ATOM-USD,BUY,CHOP,0.6812901376133135,4.655940532684326,4.603574575505968,stop_loss,-100.7145238341462,BUY,0.9,,,,BUY,0.79,BUY,0.85
4a9b27d4,ATOM-USD,BUY,CHOP,0.6837686917450568,4.6687469482421875,4.742072101917855,stop_loss,137.1040608347856,BUY,0.9,,,,BUY,0.79,BUY,0.85
cac5df9c,ATOM-USD,BUY,BULL,0.7260996193424951,4.730483531951904,4.670955751623772,stop_loss,-101.07841920415254,BUY,0.9,,,,BUY,0.96,BUY,0.85
1e3e025e,ATOM-USD,BUY,CHOP,0.667771603935395,4.554618835449219,4.498976849586549,stop_loss,-100.06763501211128,BUY,0.72,,,,BUY,0.87,BUY,0.68
e0dc97ca,ATOM-USD,SELL,CHOP,0.6868338306893221,4.545001983642578,4.442545993845856,take_profit,126.54930758425286,SELL,0.6,,,,SELL,0.88,SELL,0.9
b0c12f9b,ATOM-USD,SELL,CHOP,0.6683632751150816,4.438703536987305,4.434264833450317,stop_loss,52.1340914654869,SELL,0.9,,,,SELL,0.75,SELL,0.9
1932fc8d,ATOM-USD,SELL,CHOP,0.7695206776521051,4.508157253265381,4.562425166799973,stop_loss,-100.85379265248835,SELL,0.9,,,,SELL,0.94,SELL,0.9
eb2cb28e,ATOM-USD,SELL,CHOP,0.7090901132728307,4.54996919631958,4.379175101868273,take_profit,169.7369330341368,SELL,0.69,,,,SELL,0.89,SELL,0.9
265a412d,ATOM-USD,SELL,CHOP,0.6564264112290685,4.451345443725586,4.44689409828186,stop_loss,55.193942882127814,SELL,0.69,,,,SELL,0.79,SELL,0.9
