symbol,w_trend,w_elliott,w_volatility,w_volume,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,error
BTC-USD,0.2,0.5,0.2,0.1,139,51,88,0.3669064748201439,1.3424379744558856,3889.326100839835,0.3889326100839835,0.2798002316372619,0.09299609038430029,
BTC-USD,0.2,0.6,0.0,0.2,139,51,88,0.3669064748201439,1.3424379744558856,3889.326100839835,0.3889326100839835,0.2798002316372619,0.09299609038430029,
BTC-USD,0.2,0.6,0.2,0.0,127,49,78,0.3858267716535433,1.5104434288719852,5074.9979712185595,0.507499797121856,0.3518138640009212,0.07838195063614159,
BTC-USD,0.2,0.8,0.0,0.0,177,65,112,0.3672316384180791,1.370810363039022,5254.239173803844,0.5254239173803844,0.3201362773744028,0.10024314520686424,
BTC-USD,0.2,0.7,0.0,0.1,140,52,88,0.37142857142857144,1.376697412768032,4289.522553089242,0.4289522553089242,0.3000791214253935,0.07838195063614138,
BTC-USD,0.2,0.7,0.1,0.0,140,52,88,0.37142857142857144,1.376697412768032,4289.522553089242,0.4289522553089242,0.3000791214253935,0.07838195063614138,
BTC-USD,0.3,0.0,0.5,0.2,30,8,22,0.26666666666666666,0.7547235107617057,-602.5403862646945,-0.06025403862646945,-0.11392190915506377,0.1092654344123505,
BTC-USD,0.3,0.1,0.5,0.1,34,11,23,0.3235294117647059,0.9906959299490448,-24.593656056998952,-0.0024593656056998954,0.0040315362346708085,0.10575701524256402,
BTC-USD,0.3,0.0,0.6,0.1,64,25,39,0.390625,1.5001020407552519,2270.2916685194996,0.22702916685194996,0.24687934355165672,0.09871231448197833,
BTC-USD,0.3,0.0,0.7,0.0,85,32,53,0.3764705882352941,1.3819148049376797,2403.103648550765,0.24031036485507648,0.23243189492705224,0.14552118103582248,
BTC-USD,0.3,0.0,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.0,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.1,0.4,0.2,50,19,31,0.38,1.4468760042830473,1615.1516269845652,0.1615151626984565,0.2064481056034942,0.07458223415453986,
BTC-USD,0.3,0.1,0.3,0.3,41,16,25,0.3902439024390244,1.462085222046836,1352.2785450260071,0.13522785450260072,0.19336575121585572,0.08755051128800038,
BTC-USD,0.3,0.1,0.6,0.0,76,29,47,0.3815789473684211,1.4984955316236912,2762.356424064659,0.2762356424064659,0.2680704270465328,0.11741046377539696,
BTC-USD,0.3,0.0,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.0,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.0,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.1,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.1,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.1,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.2,0.5,0.0,34,11,23,0.3235294117647059,0.9906959299490448,-24.593656056998952,-0.0024593656056998954,0.0040315362346708085,0.10575701524256402,
BTC-USD,0.3,0.2,0.1,0.4,41,16,25,0.3902439024390244,1.4483418206608805,1312.905809413549,0.1312905809413549,0.18847595204329423,0.08790811199798651,
BTC-USD,0.3,0.3,0.0,0.4,125,44,81,0.352,1.253697065867026,2540.01454812267,0.254001454812267,0.20972227863044512,0.09863578919659985,
BTC-USD,0.3,0.3,0.1,0.3,135,47,88,0.34814814814814815,1.2544098240140555,2780.6150831182986,0.27806150831182985,0.2175357603803663,0.10223521297268409,
BTC-USD,0.3,0.2,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
BTC-USD,0.3,0.3,0.2,0.2,133,47,86,0.3533834586466165,1.2840062287071676,3061.618281514473,0.3061618281514473,0.23578348334960558,0.08249635260317306,
BTC-USD,0.3,0.3,0.3,0.1,133,47,86,0.3533834586466165,1.2840062287071676,3061.618281514473,0.3061618281514473,0.23578348334960558,0.08249635260317306,
BTC-USD,0.3,0.4,0.0,0.3,139,51,88,0.3669064748201439,1.3424379744558856,3889.326100839835,0.3889326100839835,0.2798002316372619,0.09299609038430029,
BTC-USD,0.3,0.3,0.4,0.0,133,47,86,0.3533834586466165,1.2840062287071676,3061.618281514473,0.3061618281514473,0.23578348334960558,0.08249635260317306,
BTC-USD,0.3,0.2,0.2,0.3,54,20,34,0.37037037037037035,1.390231210718345,1555.0701180995638,0.15550701180995638,0.1939102554375965,0.08462583267120996,
BTC-USD,0.3,0.2,0.3,0.2,65,23,42,0.35384615384615387,1.3301726503946976,1633.474472092057,0.16334744720920572,0.18614095451300164,0.09172781609802512,
BTC-USD,0.3,0.4,0.1,0.2,139,51,88,0.3669064748201439,1.3424379744558856,3889.326100839835,0.3889326100839835,0.2798002316372619,0.09299609038430029,
