symbol,fold,timeframe,start_date,end_date,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,blocked_1d,error
ADA-USD,2,1h,2026-03-28 20:00:00+00:00,2026-06-20 16:00:00+00:00,20,10,10,0.5,1.7740579518646469,815.0581294734675,0.08150581294734675,0.39465847464467624,0.07022695000640015,24,
DOT-USD,0,1h,2025-10-06 17:00:00+00:00,2026-01-04 11:00:00+00:00,22,4,18,0.18181818181818182,0.4134243957737266,-1054.893795923621,-0.1054893795923621,-0.6354493456683193,0.11704511965311722,0,
BTC-USD,0,2h,2024-11-07 14:00:00+00:00,2025-04-23 04:00:00+00:00,35,13,22,0.37142857142857144,1.2833614202247177,695.5025494350684,0.06955025494350685,0.24493943924915512,0.06503682091903269,3,
BTC-USD,1,2h,2025-04-23 06:00:00+00:00,2025-10-06 20:00:00+00:00,31,11,20,0.3548387096774194,1.2243759514556731,499.2812127888574,0.04992812127888574,0.1912167944343151,0.0645943516038883,0,
BTC-USD,3,2h,2026-03-28 22:00:00+00:00,2026-09-12 20:00:00+00:00,28,12,16,0.42857142857142855,1.704693745968658,1332.9081842152536,0.13329081842152538,0.45100146955243875,0.04739617390946826,65,
DOT-USD,2,1h,2026-03-28 20:00:00+00:00,2026-06-20 16:00:00+00:00,28,7,21,0.25,0.7907916754181947,-432.66070547070194,-0.04326607054707019,-0.18282244882627272,0.05619417317800399,0,
DOT-USD,1,1h,2026-01-04 12:00:00+00:00,2026-03-28 19:00:00+00:00,32,14,18,0.4375,1.7062138558056552,1477.8382470589404,0.14778382470589405,0.5006802932600503,0.04226273131381935,0,
ADA-USD,1,1h,2026-01-04 12:00:00+00:00,2026-03-28 19:00:00+00:00,26,6,20,0.23076923076923078,0.5062850589870476,-1017.786819001487,-0.1017786819001487,-0.5388659798199477,0.1017786819001487,172,
BTC-USD,2,2h,2025-10-06 22:00:00+00:00,2026-03-28 20:00:00+00:00,40,11,29,0.275,1.0015698791333918,4.799935629884203,0.0004799935629884203,0.021251504661201893,0.11250906297825164,226,
ETH-USD,3,1h,2026-06-20 17:00:00+00:00,2026-09-12 21:00:00+00:00,6,5,1,0.8333333333333334,9.209650804363367,895.4075267958397,0.08954075267958396,0.6236788711147396,0.010650330879391058,14,
ADA-USD,3,1h,2026-06-20 17:00:00+00:00,2026-09-12 21:00:00+00:00,18,10,8,0.5555555555555556,2.2742166625539944,1134.0542618466898,0.11340542618466898,0.5430154770437331,0.031805717901623794,147,
ADA-USD,0,1h,2025-10-06 17:00:00+00:00,2026-01-04 11:00:00+00:00,27,12,15,0.4444444444444444,1.8540771104293798,1256.7115685269964,0.12567115685269964,0.49512662878422925,0.05469151853791584,184,
ETH-USD,2,1h,2026-03-28 20:00:00+00:00,2026-06-20 16:00:00+00:00,4,2,2,0.5,1.5337022248762415,117.38564238228537,0.011738564238228538,0.14430152171422453,0.021491683886620948,19,
ETH-USD,0,1h,2025-10-06 17:00:00+00:00,2026-01-04 11:00:00+00:00,8,1,7,0.125,0.2883140647821184,-527.6503103164923,-0.052765031031649236,-0.5132179468908251,0.07414089336400248,22,
ETH-USD,1,1h,2026-01-04 12:00:00+00:00,2026-03-28 19:00:00+00:00,5,2,3,0.4,1.440394562220268,146.19463269072912,0.014619463269072912,0.13700394006134176,0.03319628470289954,48,
ATOM-USD,3,1h,2026-06-20 17:00:00+00:00,2026-09-12 21:00:00+00:00,23,10,13,0.43478260869565216,1.760166733345123,990.999950895819,0.0990999950895819,0.3920742107969998,0.03148489721370531,0,
DOT-USD,3,1h,2026-06-20 17:00:00+00:00,2026-09-12 21:00:00+00:00,29,10,19,0.3448275862068966,0.9856959257197038,-28.723048327852666,-0.0028723048327852665,0.002585007506868399,0.11384702184955553,0,
ATOM-USD,2,1h,2026-03-28 20:00:00+00:00,2026-06-20 16:00:00+00:00,15,5,10,0.3333333333333333,0.7984136760704251,-171.85254792385058,-0.017185254792385057,-0.11225489082327111,0.029047099763745064,0,
ATOM-USD,1,1h,2026-01-04 12:00:00+00:00,2026-03-28 19:00:00+00:00,24,11,13,0.4583333333333333,1.3076697702068052,435.27556208454007,0.043527556208454006,0.20371257532630963,0.03715303551813734,0,
ATOM-USD,0,1h,2025-10-06 17:00:00+00:00,2026-01-04 11:00:00+00:00,25,8,17,0.32,0.9251278988834395,-134.8362706202588,-0.01348362706202588,-0.04377866898242616,0.06547852713176477,0,
