fold,mode,start_date,end_date,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,buy_trades,buy_pnl,sell_trades,sell_pnl,error
0,both,2025-04-23 04:00:00+00:00,2025-08-26 02:00:00+00:00,24,7,17,0.2916666666666667,1.1347943379405683,220.221510503834,0.0220221510503834,0.12340285775555203,0.05227428701113291,22,416.5417634604447,2,-196.3202529566122,
0,long,2025-04-23 04:00:00+00:00,2025-08-26 02:00:00+00:00,22,7,15,0.3181818181818182,1.2958460746375184,427.73340526868014,0.042773340526868014,0.22436107049603368,0.0330316161729752,22,427.73340526867884,0,0.0,
1,both,2025-08-26 04:00:00+00:00,2026-01-04 10:00:00+00:00,35,9,26,0.2571428571428571,0.8787730849237019,-320.35957795242393,-0.0320359577952424,-0.12089235141233465,0.08062323497745656,8,352.18939086569833,27,-672.5489688181207,
1,long,2025-08-26 04:00:00+00:00,2026-01-04 10:00:00+00:00,8,3,5,0.375,1.6639151199702606,350.70808237341953,0.035070808237341954,0.27074959733826576,0.03922574757206763,8,350.70808237341777,0,0.0,
2,both,2026-01-04 12:00:00+00:00,2026-05-09 22:00:00+00:00,35,12,23,0.34285714285714286,1.4892241880160975,1177.7007861545026,0.11777007861545026,0.4365633667857422,0.0495729647392421,21,265.5351191194384,14,912.1656670350632,
2,long,2026-01-04 12:00:00+00:00,2026-05-09 22:00:00+00:00,21,6,15,0.2857142857142857,1.16293759094121,248.95417147291482,0.02489541714729148,0.1390556578314298,0.04054105662315901,21,248.95417147291295,0,0.0,
3,both,2026-05-10 00:00:00+00:00,2026-09-12 18:00:00+00:00,23,10,13,0.43478260869565216,1.7948162761056634,1119.7536284466896,0.11197536284466897,0.5071732591069249,0.05051287962277744,10,607.6480220940457,13,512.1056063526478,
3,long,2026-05-10 00:00:00+00:00,2026-09-12 18:00:00+00:00,10,5,5,0.5,2.11031271254888,568.0177379351862,0.056801773793518626,0.403418006941639,0.029701000000000023,10,568.0177379351871,0,0.0,
